;cod;rec_trib_2013;rec_trib_2014;rec_trib_2015;rec_trib_2016;iptu_2013;iptu_2014;iptu_2015;iptu_2016
295;2605152;1294870.95;1638306;1134073.18;387387.94;10800.39;7934.65;55637.04;36352.73
296;2502052;200325.2;255010.96;255122.12;327994.99;7962.65;12045.51;11965.15;13721.11
297;2602100;1876926.43;2806319.23;2436893.28;4604951.95;166554.48;129082.68;190005.71;234296.88
298;4218806;3429762.52;;4042589.02;4224702.07;780682.9;;880918.26;1041681.06
299;2613602;2209264.86;2831685.83;2591159.99;3172165.67;253219.12;207673.41;211831.55;229875.24
300;2503753;107689.42;140928.51;107093.76;136626.27;1138;1015.41;510;1520
301;4320107;6790979.53;7596933.37;7636843;8126765.58;1387686.45;1533520.07;1612498.41;1791327.05
302;4209706;839655.79;973241.45;1113070.9;1087194.16;162807.37;146143.43;192526.37;193892.53
303;3531902;12846691.04;13101926.16;15794204.38;10354291.9;1382982.47;1447813.05;1557324.25;1639784.32
304;2506608;81759.7;231577.24;339261.24;517542.17;14356;4689;4824.41;15142.22
305;2505402;207735.39;218020.14;279694.07;313947.92;16371.95;6054;12248.5;243
306;4314423;3195496.68;3234607.69;3289437.9;3437640.28;827116.04;1254561.87;1360991.71;1457198.72
307;4211454;589257.55;763150.66;831977.21;1136705.12;87281.84;361883.09;91493.86;107186.07
308;4313037;743210.07;;896541.57;931429.28;290699.09;;300745.93;310512.06
309;4204301;23619375.03;27189550.61;29378006.58;33463948.17;5242302.89;5818175.95;6918569.23;8224685.22
310;5008008;3659327.99;3997195.83;4981496.78;6402767.7;530575.27;641050.3;977349.67;1228461.58
311;4205191;207424.29;;349171.41;400256.62;11602.94;;17590.24;33712.58
312;1710508;288143.1;879020.75;548977.13;623062.61;20919.2;24132.55;23004.07;
313;4310363;836740.04;977995.71;969790.5;1093728.4;249357.88;286172.81;294945.65;346229.25
314;4304804;13459406.51;15970827.99;17886418.97;20842314.47;3930783.32;5102010.75;5719603.13;6848052.64
315;3148103;18281684.55;21601982.06;22586741.3;29462318.54;4957612.58;5678014.83;6273839.64;7177194.93
316;3168903;801107.7;1013929.69;993711.43;1267795.73;55482.13;191428.77;160661.87;253084.37
317;5003108;1124503.98;1050407.78;962620.84;1386023.15;73346.75;127777.65;102942.51;117071.63
318;1506583;1805230.96;1864004.38;2369330.32;1627171.35;31530.66;45826.89;48520.63;35090.29
319;2305357;1735560.29;2231866.09;3043752;4974183.2;37125.34;38776.94;34382.44;36163.75
320;4117107;3540159.15;3783997.97;3496091.55;4008889.81;2842735.96;1525569.38;1714392.41;1611173.34
321;2502201;117323.55;152322.2;200426.01;158361.32;;4858.42;8240.7;6262.24
322;3109451;705593.38;1667615.43;2332323.85;1668729.41;44804.28;54884.86;62826.44;66612.42
323;4206603;937580.27;1204979.85;1366850.34;1665134.57;205298.61;225630.29;233287.4;283967.65
324;3539004;2053527.72;3010263.81;2639494.55;2923638.32;625685.18;684168.02;740029.84;835047.4
325;3538303;822565;2020572.14;1170366.27;1128561.14;45321;45688.84;48456.29;49825.6
326;1501782;3827411.65;5483657.13;4500336.24;5599030.15;141944.37;167523.87;158960.98;130973.77
327;4300109;3471984.04;3753198.19;4042872.57;4773350.95;812900.95;917993.18;960323.57;1088393.91
328;5204904;1961688.34;3308552.42;2862210.51;3476871.11;359438.38;373482.91;278478.11;382433.19
329;2205607;396595.51;400977.6;273040.81;92002.66;10921.11;10268.78;10628.78;730.66
330;2907509;17725618.66;18514043.97;17433327.1;16002145.28;407935.02;523352.12;583267.36;629937.2
331;2505303;122862.64;289065.69;133145.84;115532.84;433;875;170;865
332;4106571;775891.28;778731.47;971940.75;1207289.96;92361.42;126791.92;135697.25;165354.71
333;1301308;953826.58;959125.87;1118001.27;989477.23;;7749.68;18293.89;8323.22
334;2306108;1661047.13;1692015.29;1399587.62;1584088.32;18162.42;19665.05;180.89;21759.78
335;3544251;4251974.01;4713455.07;5593533.89;6015360.24;424722.73;876438.53;1336841.86;1796275.07
336;4126272;1388034.3;3822261.55;7547219.9;3996483.59;62230.83;71191.9;86860.14;86858.22
337;3539509;8635585.44;8001868.28;9972378.26;11273376.58;2010290.08;2207199.56;2333382.17;2620002.06
338;3519105;4110691.37;2669376.02;2653628.83;2884830.89;695137.61;782858.88;854590.56;941673.59
339;4319356;681921.64;745251.33;788996.14;802252.9;264237.38;296800.53;320884.82;343267.22
340;2606309;560643.49;449396.55;530593.09;556936.72;3419.55;14085.96;9385.16;17723.05
341;4317251;635970.18;;687693.24;733434.27;58345.37;;55392.34;60604.21
342;3541406;123698063.3;138678126.6;145779402.5;171479632.9;29231237.68;32790521.39;34446956.98;40195653.14
343;4210555;283992.5;376282.78;395388.4;440474.06;22468.35;36551.47;41751.38;59456.54
344;3524204;926603.99;984331.08;1219795.13;1145849.74;249794.15;228272.93;255576.95;280880.77
345;3521101;2950336.41;3211496.92;3214682.72;3373391.47;899168.2;1014501.92;1122942.23;1334178.47
346;4113759;409906.64;2103368.76;467658.68;561101.85;42585.12;49383.46;58839.7;51298.41
347;4315800;1845448.59;1981265.65;2092981.38;2315908.28;428129.16;475273.51;504463.34;615251.19
348;4313300;9405276.11;10762781.19;11947262.65;13212464.12;1960345.55;2242086.07;2371663.36;2647238.68
349;3107406;11210912.98;13970850.73;16398080.24;;3038982.43;4227904.37;5119669.25;
350;2209203;1580051.02;2237538.41;1193753.06;329656.06;100;900;1500;
351;4113254;425999.78;246161.16;394811.49;419866.2;19859.69;19157.35;6850.65;34968.49
352;4217501;3892215.02;4179421.58;5028579.25;5106855.5;829110.18;799035;859983.78;943559.49
353;2201200;1627293.69;1500900.61;1823594.99;1222221.25;143251.42;192029.2;128724.29;166658.39
354;1703602;217917.79;503217.49;441092.66;747545.5;5510.57;4951.75;4656.5;2693.89
355;3530003;701347.53;669715.61;691460.56;717379.76;58859.54;63722.97;67618.03;82563.75
356;4320453;466701.01;497403.47;400939.21;428194.01;45566.65;49505.85;55958.42;64263.88
357;4314001;1477719.7;1817252.52;2190545.08;2390005.13;384364.54;532431.4;670805.98;767785.59
358;2203107;451733.93;646295.15;403234.15;523934.55;8293.7;24038.76;14774.69;7606
359;3502903;14118579.45;14417359.35;14659350.25;15949781.49;6972485.65;7279473.16;7584100.84;8256101.01
360;2513802;298599.28;300374.89;306097.39;409995.94;;10481.53;5877.92;4420.93
361;3534302;15495167.12;19427308.46;20474301.74;23701102.19;5606803.5;6213267.9;6649261.75;7573489.68
362;4124608;1711540.88;1496929.18;1436186.32;1478411.34;148227.35;144995.28;142907.81;178525.56
363;2517209;247432.39;187899.86;176962.63;212765.24;11846.58;;13577.8;11081.26
364;4305306;2004011.55;1876579.18;2242245.9;2537399.63;259929.01;275652.99;288897.63;328977.04
365;4203303;3033065.81;3435114.45;4075270.98;5051117.31;561634.43;599578.7;611803.36;880154.5
366;4317558;578469.67;456998.77;403591.29;397258.41;70282.69;70569.64;75050.42;80315.64
367;2907301;1078521.13;1491047.89;2139664.83;1715715.64;45243.06;48285.07;56685.68;54805.54
368;4313508;21969460.49;24342713.41;27721509.09;30220114.7;7030124.64;8116780.6;8590345.12;9452433.97
369;5214606;13209992.29;12895171.64;13406912.15;11922421.32;1625765.41;1536616.72;1190539.71;1187248.57
370;4314175;949603.75;3756258.25;958475.68;1203977.91;18806.74;18221.08;21974.24;24591.45
371;4302220;872377.4;968911.5;868813.87;921797.95;24443.44;27707.01;34707.6;40750.36
372;4310579;228122.88;270256.62;325611.65;341886.04;18275.01;17767.34;20022.36;21808.96
373;1101708;1247594.89;1316880.85;1372565.89;1622709.41;125439.43;178281.72;209134.56;317620.58
374;2510600;86353.24;449012.8;125326.7;225608.19;841.24;7413.39;5304.98;5559.46
375;4219101;487936.57;591362.39;720655.07;627613.21;82805.63;166497.05;120882.95;141632.51
376;5219407;758392.96;830287.67;965830.42;862676.87;92551.63;174583.59;213705.86;217970.11
377;5211800;6647099.77;9822215.13;7924299.38;7242416.07;1266269.07;1599929.14;1550323.48;1940117.47
378;4322707;5373363.27;5569244.84;6054805.37;6538236.49;1477855.46;1808403.46;2002917.84;2212615.22
379;4208906;72778125.9;84493220.31;91582927.88;108014493.9;16273551.94;17606756.56;19093823.92;24806256.1
380;4202206;1875568.19;2178578.88;2025270.25;2350792.52;551964.02;600250.56;639302.12;719354.46
381;1714880;692849.99;1287531.87;920238.19;1043459.54;16301.44;57593.66;61898.3;63457.34
382;4312179;284401.38;320492.49;337550.65;553011.6;55668.49;68839.78;78267.12;101267.56
383;2105500;1071938.29;1402571.03;1182940.5;1548133.28;3582.3;5105.97;4228.65;4858.55
384;1721307;397754.75;816259.98;742578.52;568779.98;3313.98;9268.55;8637.62;9193.68
385;3515186;13375408.78;15120954.51;16597432.9;17673744.75;5121667.71;5896559.12;6740896.21;7237536.48
386;3119203;650948.33;834940.47;900840.76;1111450.86;37949.93;54510.5;52280.07;57360.65
387;4309001;3310855.47;4106126.71;4331534.39;4793552.97;618189.82;703863.19;640317.41;723856.75
388;4315149;722317.38;806261.69;829956.75;934523.46;66805.79;71294.29;78721.19;86139.11
389;4126801;2424646.52;2833976.29;2852665.56;3359389.05;347801.8;431449.83;489088.76;534912.81
390;3109709;1118505.74;1117457.77;1297737.08;1301583.88;301914.17;340524.38;379684.23;420495.93
391;5106299;18113550.12;16156227.69;12929757.4;6395965.54;336093.52;343948.47;367320.57;316045.44
392;4318481;572210.41;784283.05;1047874.66;1061203.3;161955.5;177538.41;185277.49;237299.18
393;4128500;2954420.11;3632570.03;4499376.21;5815162.85;365700.85;458079.99;517386.65;589057.78
394;3171907;287625.86;457121.45;419331.96;399869.86;22512.09;20278.43;43338.93;41050.64
395;2301257;424130.02;418409.2;785673.11;544333.01;13816.7;13359.78;9088.76;8444.5
396;4316204;587885.17;663683.03;793354.95;1032409.62;112191.25;126773.78;144858.12;178575.34
397;4219200;1922042.11;;1916737.49;1680503.17;119926.37;;63770.95;268870.02
398;4302055;134057.51;178833.47;183587.51;164743.97;9836.65;10767.18;12965.5;14234.97
399;5212055;384113.43;418088.04;321540.59;481349.56;45929.6;48047.53;53028.01;68415.22
400;4310330;18580109.2;22656624.76;24670528.44;24659688.41;8946142.37;10438521.01;12423936.53;12354723.89
401;4319307;655742.26;719656.23;806080.69;982597.58;187904.77;200928.47;245434.46;268670.29
402;5007307;1174486.29;1720831.26;1609147.73;1091037.99;69882.31;60971.86;54966.35;61325.98
403;2917706;4192912.35;4479833.89;4565970.78;;73816.56;94237.27;162710.1;
404;4311502;1545758.53;;2005091.9;2572711.34;193644.59;;220318.01;266196.73
405;4309308;25715814.57;33831241.47;42798204.66;39782660.52;4225767.23;2654311.65;3385306.6;4227834.44
406;4310306;696812.6;731233.5;831458.83;831997.97;163287.45;170892.08;179090.18;201666.63
407;4306957;623755.25;;863742.41;750800.51;93517.4;;131656.59;143562.25
408;3127107;14555838.22;17156008.79;18445759.69;18047123.19;1483917.95;2433546.14;3199889.13;3150249.66
409;4300505;1261258.03;1368749.64;1622793.19;1732434.73;140668.57;158830.26;169435.57;198012.71
410;2208908;979107.03;1232514.39;1461759.66;566626.84;18890.36;7416.13;11974.21;12917.2
411;3169703;1559286.62;2049109.24;5821291.41;2444446.78;104131.08;117218.53;188796.84;270458.76
412;1506708;5115362.27;5865337.82;5015905.64;;145118.41;148639.24;167549.77;
413;3530201;4542386.76;4391547.55;4080668.67;4640162.87;151397.29;290924.43;347344.3;177739.69
414;5002407;6217783.35;;11884221.4;12114691.79;1188168.47;;1868137.65;1574022.12
415;4206306;3642554.11;4536555.35;4783085.09;5901423.61;1334336.98;1450739.52;1571147.13;2004184.19
416;2930774;1155275.66;2857598.22;2878068.67;2197931.11;71622.89;77495.44;85988.94;
417;1300060;392110.54;389549.7;435700.64;478165.49;8644.35;;;
418;1300607;1321010.5;1666072.79;1673162.15;1617374.44;;;13325;9819
419;1302009;4567983.59;992650.12;752285.79;467136.59;76658.27;6510.07;6722.79;9659.8
420;1101476;313381.15;428840.06;320251.15;420851.25;44538.02;46526.62;42905.44;39552.18
421;4117271;744527.28;727360.25;694578.15;995665.48;126657.29;120566.04;134374.72;143777.16
422;1502939;4691139.72;5486527.31;6641653.44;7350244.73;227915.27;213635.91;216418.6;338648.38
423;3512100;2062233.78;2300982.36;2586202.91;2247969.55;112451.81;128103.61;113581.84;120365.36
424;4312500;2006126.94;2930757.34;3281310.61;1005555.04;536778.54;571891.11;480173.35;301608.99
425;2921054;544645.47;648017.55;683913.45;689342.46;2714.67;;510.35;5120.9
426;4203600;10374769.75;11653327.49;12822210.01;12765523.34;1166075.99;1245736.4;1363798.85;1544100.65
427;1504976;1002250.7;1665854.77;1413144.43;989812.29;31146.01;88990.09;58604.66;57161.2
428;4204251;3483848.6;4268004.21;5117568.74;5763398.91;712112.62;829820.88;974591.18;1118756.18
429;4205357;312008.93;520837.02;569413.67;686371.45;20687.96;21845.58;23835.61;30227.59
430;4321477;564009.78;569018.2;634160.49;699027.65;42230.4;51073.02;52578.4;93363.93
431;4202537;576952.63;;392252.84;462951.64;28512.37;;34682.27;39471.32
432;4119152;70071556.64;79647913.56;86005672.54;92458873.24;22568441.33;25744872.41;29038828.61;32768533.78
433;5007505;1123603.66;930068.04;882306.77;1228706.86;144848.47;137809.42;149336.81;193399.13
434;5209937;1294075.36;1555102.29;1017031.7;;257163.45;213018.15;86972.84;
435;4302204;1288104.56;1512089.71;1686263.06;1853211.66;388061.31;415733.93;472054.44;536499.11
436;4311205;6221021.55;6257780.65;7902427.67;7742003.76;2139898.7;1376395.85;1496084.46;1881643.91
437;4302303;2356676.61;2287711.31;1749744.69;2154732.76;545258.86;622778.19;676498.71;717322.28
438;4321907;6989329.09;8023592.22;8588449.57;7836166.16;3511135.45;3113335.64;3334319.08;3658533.58
439;2615003;1465740.01;1974350.43;1708877.3;1892699.45;12522.95;316403.63;211325.7;108677.67
440;4104303;35834281.53;40906881.81;44052020.68;47504165.91;8694885.2;9819333.51;10928069.67;12275318.82
441;1505106;1665672.45;2666829.59;2484045.08;1728635.9;202227.35;516985.21;298998.26;239025.21
442;3536000;2984428.37;2859053.44;2017023.45;2575500.16;88936.64;578461.74;593888.4;672963.02
443;2502607;279267.3;207219.25;205822.64;298906.79;533.34;340.21;494.6;371.9
444;5107248;1412050.57;2013298.7;2422277.6;2873043.09;207312.66;229142.8;211222.87;202590.09
445;4205704;10096667.53;12283672.91;15872981.56;18046447.28;3715135.1;4718083.05;6851356.47;7713200.46
446;4314076;734882.4;854012.77;990338.34;1034506.05;121884.06;155423.21;174203.79;189149.37
447;2514552;197369.74;214296.52;203272.23;212687.64;524.58;852.42;1880;1855.94
448;3505500;52717168.25;64232106.11;69275977.51;77318473.82;24150733.55;30956118.88;35028455.89;38251229.25
449;4320909;7884409.49;8389486;10126320.53;11219340.2;4089637.7;4431566.88;4796763.49;5424947.38
450;4208708;801053.79;1317872.4;1732120.26;1526721.43;193472.87;605499.89;672059.24;680547.57
451;3127305;311444.84;;493456.34;601295.67;29789.34;;33018.02;48698.93
452;4204103;691248.01;807030.18;962729.03;1042307.35;73640.32;;113766.89;117317.33
453;1503705;2197265.36;3384730.04;2317061.8;2708671.9;12377.41;87205.53;85714.15;107261.3
454;1508084;5588569.59;5335883.2;5961793.62;5392821.36;1992125.23;1097857.39;2622187.22;670865.59
455;2313203;1055981.33;1056517.44;1054712.63;1611875.71;27193.1;35339.92;40612.67;41689.44
456;4318424;768391.98;;841343.74;1242427.98;157981.58;;183874.49;365027.2
457;4312625;296832.41;69955.79;375018.58;444513.6;34118.72;;35059.31;37644.6
458;4323408;827884.89;883083.25;920958.17;1037722.61;158662.55;195438.73;207986.16;229541.63
459;4208203;158397430.1;188449648;199822210.4;210589944.1;28745391.65;32977065.34;36610431.19;41082573.13
460;3518206;8804040.18;8229340.79;9416551.49;9717637.9;2929543.48;3166432.19;3668664.8;4096608.78
461;3510005;5830321.84;6768621.54;7591440.2;8832496.84;2202667.17;2279338.31;2730804.17;2791911.84
462;3514403;14916515.6;16256990.34;17082304.01;19040957.35;6151462.41;6709027.59;7409205.14;8246500.66
463;4304614;336946.24;336362.9;342047.37;382164.61;38698.03;44056.87;58159.81;55933.18
464;4304002;969817.35;1108431.58;1289161.46;958863.73;147248.97;162868.8;171311.3;241144.09
465;3122603;1989552.08;1584576.27;784778.75;826524.06;119012.31;99327.56;88694.44;116847.9
466;1101609;828934.67;;915532.9;955927.11;103136.07;;84065.74;114569.99
467;4205175;202241.19;210975.12;241943.75;254756.85;29005.72;30181.98;34390.14;30328.67
468;4310439;1258606.76;;1356661.5;1738457.71;383501.74;;366670.73;405898.46
469;1303957;954032.41;889968.32;846510.13;524717.64;2023.31;1918.91;2832.42;2538.79
470;1300706;1194570.79;1818271.07;1365082.26;1264715.82;2666.28;3700.86;2546.82;1579.84
471;5210000;10969967.15;11475035.14;9770853.31;11165662.86;1433292.28;1827690.4;1524527.75;1528975.72
472;2202752;237808.94;280883.11;285799.17;464597.3;2415.65;100;;5025.84
473;4307807;10780509.68;12895713.66;13333128.27;14948027.02;3572148.8;4020277.51;4244538.39;5125845.69
474;4311627;671498.38;1103227.55;998862.07;962563.7;199670.56;255899.58;272654.88;300561.19
475;4314159;1030259.59;;1240263.45;1335739.69;282657.54;;366263.33;393816.73
476;2410801;205837.35;211571.65;271011.21;284223.61;5775;9835;6370;6670
477;4309258;242455.53;243423.31;252420.57;345762.93;23308.7;26150.12;27868.31;31112.97
478;2513505;244741.79;;310773.41;217202.27;7012.8;;5067.75;2541.78
479;4211306;37262921.21;42644934.69;47461390.16;50659518.83;8258639.44;8852578.38;9912368.56;11727009
480;4217709;5012016.01;5262187.59;6048345.46;6967321.64;1144273.85;1238949.78;1298320.21;1447471.74
481;4310553;764306.53;;1214150.59;1133456.44;64178.24;;66702.46;61853.76
482;1503754;13783944.05;18902622.56;31875213.96;23982476.36;26562.79;40973.66;57383.94;71095.42
483;4204608;80693544.81;95194846.3;97990767.5;115125339.3;10894838.7;15068293.97;15840504.94;18444920.55
484;2301802;453313.9;426274.5;442548.85;;4448.31;12734.86;10450.11;
485;2505600;310129.68;;270857.53;402878.54;8003.78;;3682.72;7011.63
486;2513406;896326.06;854661.05;1081326.44;1399663.58;68559.55;90250.75;105338.01;110060.56
487;3529658;215558.26;268330.21;359566.02;299206.97;25303.5;30348.48;42182.16;38747.57
488;4218756;954810.66;;872607.71;1023520.24;65112.54;;78748.65;87315.53
489;2200251;95126.54;161854.69;206248.83;292014.28;3573.49;3972.06;26916.15;32930.82
490;2517100;226536.39;;186099.63;194219.92;3485;;5045;7707.5
491;4118006;1663718.95;2162058.3;2329002.71;2287951.61;345954.94;431240.02;;618899.08
492;4312203;527576.08;593221.15;615182.52;751071.87;141043.03;150702.31;163153.98;238111.12
493;2504009;73952595.92;89811346.16;96510205.19;98369629.7;9692915.56;10195771.98;12519184.14;13562902.53
494;4219309;18854568.34;20980196.73;24682290.68;27128207.26;4128738.27;4866879.24;6032050.02;6583592.21
495;3120003;205156.73;261824.31;302865.9;397578.52;7516.35;10116.61;9875.28;13774.75
496;2931707;753246.95;1377256.42;937139.26;984295.13;66607.46;87188.55;88780.08;76273.81
497;2201150;2861256.84;2723743.9;4507742.68;819230.53;44649.95;53138.77;44017.25;16677.49
498;3113503;655903.1;828983.84;765127.43;754711.97;10465.26;17835.78;17515.89;22864.66
499;2508703;197852.96;;221620.94;252293.44;16271.03;;11340.7;20313.9
500;5107875;10374118.07;12098745.45;14938146.03;15203592.83;918686.33;1140552.45;1203965.94;1588548.18
501;4209177;555831.28;;547878.04;663298.9;75431.85;;107858.43;121154.49
502;3541703;2464712.81;2990963.88;3607492.4;898479.49;286356.75;326298.59;383300.98;418300.59
