;region_id;month;gdp_region;fpm;idhm;pop;unemployment;itbi;treasure;iptu
44368;2303709;95;1751050000.0;40329621.18;;;;1591334.0;212214373.0;3440000.0
46490;2303709;107;2102938000.0;50228559.8;;;;1367423.73;274678374.9;3216503.51
53143;2303709;119;2301594000.0;46058652.93;;;;1674542.45;295941492.1;2941524.44
59929;2303709;131;2842606000.0;49071839.52;0.682;325441.0;;2054716.41;323880829.67;3809561.45
66273;2303709;143;3283060000.0;59491431.05;;;;2653070.22;387730535.98;3489462.29
67160;2303709;155;3853817000.0;61081377.86;;;8.4;3476514.3;444530676.41;3593133.67
74454;2303709;167;4750602000.0;59435366.47;;;7.3;;43846233.56;4982181.12
80136;2303709;179;5513528000.0;63673966.76;;;6.5;;58485667.42;5932000.03
88438;2303709;191;;67145433.21;;;9.2;;25728917.59;6026226.53
93201;2303709;203;;12932430.81;;358164.0;12.1;;59585033.96;6085853.76
2889;2304202;11;;6324135.23;0.5770000000000001;104646.0;;56915.0;27571540.0;124907.0
6956;2304202;23;;7532732.25;;;;67279.0;31459383.0;241518.0
12678;2304202;35;376323000.0;9473420.87;;;;76697.0;42403765.0;262971.0
21622;2304202;47;428253000.0;9885994.38;;;;80729.36;48724009.02;233069.41
24656;2304202;59;466405000.0;10854930.61;;;;71151.48;56431989.53;327283.6
31273;2304202;71;504322000.0;13504620.36;;;;65890.85;62161189.15;324850.82
36789;2304202;83;565309000.0;14964485.81;;;;126983.87;75102939.24;267218.21
44358;2304202;95;606692000.0;17158783.72;;;;189203.13;80654842.71;338607.65
46451;2304202;107;723083000.0;21101696.76;;;;263918.0;108532259.6;324101.49
53148;2304202;119;817764000.0;20921359.23;;;;525009.61;109586023.55;400046.12
59905;2304202;131;985410000.0;22387428.14;0.713;121428.0;;733723.75;124453824.86;697078.04
66210;2304202;143;1014068000.0;27514662.1;;;;1034960.02;148470252.17;733932.94
67159;2304202;155;1092835000.0;28304095.37;;;8.4;1205360.31;163135558.61;838635.86
74480;2304202;167;1180605000.0;30369994.7;;;7.3;;9929927.12;859166.14
80143;2304202;179;1478136000.0;32867057.88;;;6.5;;13003327.36;1071347.41
88491;2304202;191;;35012919.61;;;9.2;;15287405.63;1291769.75
93245;2304202;203;;6747418.82;;129662.0;12.1;;14745559.14;1233670.19
2894;2304285;11;;2951263.29;0.507;31500.0;;58730.1;17263270.63;88459.94
7045;2304285;23;;3641706.83;;;;68115.34;22738047.88;74443.88
12647;2304285;35;441203000.0;4736042.91;;;;181019.45;32408693.53;173770.31
21543;2304285;47;456736000.0;4942775.7;;;;287647.4;32561303.94;160714.0
24686;2304285;59;586852000.0;5427465.48;;;;486548.32;35969577.07;262063.95
31250;2304285;71;634461000.0;6752310.47;;;;927567.46;41276555.84;478329.76
36769;2304285;83;713405000.0;8414413.24;;;;878849.5;46949368.41;954888.23
44225;2304285;95;833211000.0;9651816.12;;;;863576.51;53965667.88;1206883.72
46445;2304285;107;1016933000.0;11869704.59;;;;1979810.17;76571340.66;1390260.85
53239;2304285;119;1183720000.0;11076013.86;;;;1976656.88;86284100.4;2392002.17
59916;2304285;131;1404071000.0;11852167.99;0.701;46033.0;;2581833.41;104264950.45;2702987.82
66177;2304285;143;1595088000.0;16185095.43;;;;3463657.59;129614544.83;3067878.14
67183;2304285;155;1657810000.0;16649468.0;;;8.4;5078158.1;145944417.9;3275443.25
74466;2304285;167;2071769000.0;17864702.89;;;7.3;;32480522.33;4298164.63
80237;2304285;179;2486552000.0;19333563.59;;;6.5;;39662140.69;5025961.04
88468;2304285;191;;20595835.16;;;9.2;;48656777.92;8651498.94
93249;2304285;203;;4365976.92;;51913.0;12.1;;59837807.35;10439717.92
2897;2304400;11;;115241924.66;0.652;2141115.0;;14744630.46;866643011.08;47732551.88
7046;2304400;23;;136669711.57;;;;15059755.65;972694561.09;59072502.91
12686;2304400;35;13413450000.0;166252890.44;;;;16804568.2;1216709800.02;54009844.63
21619;2304400;47;15224896000.0;194923786.3;;;;16956413.36;1434630664.29;62523330.73
24675;2304400;59;17097518000.0;214908591.94;;;;17816873.64;1609991609.0;76352059.53
31256;2304400;71;19218898000.0;276318509.88;;;;20692846.69;1830502639.35;83913575.69
36841;2304400;83;21686209000.0;303504696.99;;;;26183368.99;2067326881.0;91426145.53
44258;2304400;95;24042584000.0;354062266.04;;;;33644645.4;2175779107.0;91960752.0
46441;2304400;107;27960812000.0;437664409.27;;;;47023142.54;2803267035.0;98748371.11
53241;2304400;119;32059070000.0;408239908.41;;;;46335798.95;2890191420.75;114115675.26
59924;2304400;131;37001831000.0;447169180.94;0.754;2452185.0;;67138700.92;3361737150.16;159734233.98
66192;2304400;143;41394561000.0;556285316.29;;;;88285646.87;3932654640.64;172071713.87
96629;2304400;146;;;;;7.6;;;
96630;2304400;149;;;;;8.2;;;
96631;2304400;152;;;;;9.2;;;
67193;2304400;155;45775429000.0;575071902.59;;;8.4;110132529.38;4444406672.8;191284814.42
96632;2304400;158;;;;;7.2;;;
96633;2304400;161;;;;;7.3;;;
96634;2304400;164;;;;;7.5;;;
74455;2304400;167;49758763000.0;492771091.64;;;7.3;;1051584879.0;211496816.5
96635;2304400;170;;;;;8.1;;;
96636;2304400;173;;;;;7.5;;;
96637;2304400;176;;;;;7.0;;;
80118;2304400;179;56728828000.0;545099173.08;;;6.5;;1260584518.0;308833435.7
96638;2304400;182;;;;;7.4;;;
96639;2304400;185;;;;;8.8;;;
96640;2304400;188;;;;;9.5;;;
88490;2304400;191;;577694079.85;;;9.2;;1350459805.0;339444876.9
96641;2304400;194;;;;;10.9;;;
96642;2304400;197;;;;;11.4;;;
96643;2304400;200;;;;;12.8;;;
93180;2304400;203;;112130531.98;;2609716.0;12.1;;1448218894.0;394985621.7
96644;2304400;206;;;;;13.0;;;
2859;2306256;11;;2951263.29;0.475;29217.0;;7372.55;9016924.72;15367.38
7062;2306256;23;;3404647.77;;;;4390.17;10744776.57;43102.9
12621;2306256;35;53324000.0;4145206.22;;;;10539.13;12061688.7;38829.38
21559;2306256;47;61248000.0;4465480.04;;;;7484.63;13067408.06;29914.47
24779;2306256;59;76352000.0;5427465.48;;;;9894.05;15774210.39;19512.13
31134;2306256;71;85345000.0;6749750.73;;;;11997.31;19329332.7;37462.18
36795;2306256;83;110058000.0;7481092.07;;;;11540.26;22818421.63;96206.4
44255;2306256;95;129393000.0;8579392.16;;;;54279.89;26011578.09;86432.88
46461;2306256;107;145620000.0;10550848.52;;;;630233.43;35702707.74;115113.08
53242;2306256;119;161596000.0;9845345.67;;;;438807.48;37034808.05;116425.27
59892;2306256;131;200020000.0;10535260.51;0.626;35817.0;;447637.77;41341369.0;96038.43
66290;2306256;143;242375000.0;12948076.46;;;;662679.18;53043782.6;75078.18
67277;2306256;155;279556000.0;13319574.47;;;8.4;780606.04;57308428.79;91500.52
74508;2306256;167;352105000.0;14291762.36;;;7.3;;3595575.78;280463.95
80204;2306256;179;435900000.0;17400207.27;;;6.5;;5504436.81;192641.23
88425;2306256;191;;18536251.72;;;9.2;;10032242.62;451781.28
93193;2306256;203;;3572162.92;;38933.0;12.1;;8902432.66;1127840.08
2851;2307304;11;;15727054.0;0.544;212133.0;;172877.0;51217504.0;463608.0
6944;2307304;23;;18194895.9;;;;180072.0;58687763.0;462144.0
12595;2307304;35;639519000.0;22222242.35;;;;234739.0;77153255.0;530792.0
21641;2307304;47;720985000.0;24799505.38;;;;221561.91;87293180.17;484804.93
24718;2307304;59;812130000.0;26041422.7;;;;222409.63;94146388.55;506662.73
31167;2307304;71;907642000.0;32440215.53;;;;256839.91;103218132.8;594775.27
36803;2307304;83;1116498000.0;36146030.11;;;;693692.1;119906984.8;599010.86
44249;2307304;95;1246312000.0;40329621.18;;;;627652.46;147653628.6;1039075.67
46345;2307304;107;1423758000.0;50228559.8;;;;986448.33;203719886.1;1506838.49
53219;2307304;119;1649601000.0;46058652.93;;;;1393569.02;217826545.51;1868984.27
60030;2307304;131;2151335000.0;49071839.52;0.6940000000000001;249939.0;;1730186.75;243249207.05;1916751.85
66168;2307304;143;2475504000.0;59491431.05;;;;2602453.06;291297294.14;2378100.33
67302;2307304;155;2829796000.0;61081377.86;;;8.4;3108422.13;327462934.35;2066334.17
74470;2307304;167;3232446000.0;59435366.47;;;7.3;;29797412.19;3191278.23
80102;2307304;179;3779837000.0;63673966.76;;;6.5;;34977618.53;2907685.3
88419;2307304;191;;67145433.21;;;9.2;;40220235.7;4410283.2
93142;2307304;203;;12932430.81;;268248.0;12.1;;46440357.99;6858239.42
2866;2307650;11;;15727053.94;0.575;179732.0;;127829.17;89017819.87;333889.62
7053;2307650;23;;18194895.72;;;;96945.6;98480664.22;534306.1
12607;2307650;35;1670133000.0;22222242.23;;;;132819.95;129347204.85;632122.34
21570;2307650;47;1802231000.0;24799505.34;;;;123942.36;131135179.44;626981.57
24725;2307650;59;2152460000.0;26041422.7;;;;333000.44;147368225.0;774692.46
31140;2307650;71;2319339000.0;32440215.53;;;;198116.17;158392949.56;729260.36
36838;2307650;83;2411696000.0;36146030.11;;;;216839.16;195405394.6;968669.81
44262;2307650;95;2748986000.0;40329621.18;;;;237160.19;216446836.1;1228932.01
46347;2307650;107;3387386000.0;50228559.8;;;;464888.35;281912648.5;1538141.23
53186;2307650;119;3702590000.0;46058652.93;;;;586020.85;292862582.68;1793322.81
60016;2307650;131;4499790000.0;49071839.52;0.6859999999999999;209057.0;;1136678.07;356934760.44;2570939.16
66314;2307650;143;5005885000.0;59491431.05;;;;1218131.71;469943496.34;3077965.4
67294;2307650;155;5321236000.0;61081377.86;;;8.4;2315152.21;462830815.36;3761338.69
74428;2307650;167;6291122000.0;59435366.47;;;7.3;;38560173.76;4597712.65
80139;2307650;179;6742786000.0;63673966.76;;;6.5;;47152215.8;6140697.56
88394;2307650;191;;67145433.21;;;9.2;;54936744.63;7300679.32
93133;2307650;203;;12932430.81;;223188.0;12.1;;55427459.6;7276395.45
2879;2307700;11;;5902526.22;0.524;88135.0;;37691.31;20297131.41;124778.51
6969;2307700;23;;6809295.06;;;;48139.84;24557942.58;134375.93
12579;2307700;35;270896000.0;8290411.89;;;;53010.92;32331809.64;127649.07
21563;2307700;47;300638000.0;8650633.32;;;;63123.47;35962467.51;146223.91
24697;2307700;59;394789000.0;10176497.43;;;;72282.75;40289826.31;140513.08
31227;2307700;71;496794000.0;12658021.96;;;;78019.43;49728682.14;154870.36
36823;2307700;83;562958000.0;14028054.48;;;;66455.72;55512075.13;152120.63
44280;2307700;95;629053000.0;16086359.83;;;;101082.96;67696794.69;153397.91
46352;2307700;107;726042000.0;21101696.76;;;;144027.17;82695872.3;164178.92
53209;2307700;119;719003000.0;19690691.06;;;;123371.76;93045482.91;181969.1
60019;2307700;131;820090000.0;21070520.66;0.659;113561.0;;386505.27;107183233.92;206011.73
66312;2307700;143;865979000.0;25896152.62;;;;388203.82;125849776.15;211793.91
67290;2307700;155;913070000.0;28304095.37;;;8.4;467040.47;144863143.33;235431.83
74427;2307700;167;944514000.0;30369994.7;;;7.3;;6127130.87;238943.99
80086;2307700;179;1059651000.0;32867057.88;;;6.5;;7641641.07;287384.89
88401;2307700;191;;35012919.61;;;9.2;;7926292.1;334222.01
93132;2307700;203;;6747418.82;;125058.0;12.1;;8413192.13;353694.21
2779;2309706;11;;4235781.61;0.5329999999999999;51696.0;;13018.52;12256896.03;4193.16
7058;2309706;23;;5109597.96;;;;16671.72;12265975.0;11711.49
12572;2309706;35;176042000.0;6512622.07;;;;9704.25;19712602.6;15887.38
21477;2309706;47;186984000.0;6796503.35;;;;18146.39;23096274.88;15242.46
24742;2309706;59;212252000.0;7462764.94;;;;15208.0;26447684.0;19834.0
31151;2309706;71;228553000.0;9284426.71;;;;18427.0;30387408.0;32060.0
36885;2309706;83;378244000.0;10288084.18;;;;25313.74;34324410.71;41437.36
44244;2309706;95;395011000.0;12868728.0;;;;25694.86;40282869.63;58124.65
46361;2309706;107;480647000.0;15826272.59;;;;20171.14;53379700.81;57642.38
53229;2309706;119;497231000.0;14768018.33;;;;72145.43;59805985.96;13988.19
59960;2309706;131;591627000.0;17119798.06;0.675;72299.0;;24618.3;71709760.78;27548.95
66230;2309706;143;634292000.0;21040624.08;;;;23620.21;84887455.61;31722.15
67254;2309706;155;693010000.0;21644308.3;;;8.4;27618.77;91546300.47;44406.03
74492;2309706;167;802513000.0;23224113.71;;;7.3;;4764380.09;148156.56
80189;2309706;179;960144000.0;25133632.58;;;6.5;;5451002.12;275509.15
88391;2309706;191;;26774585.64;;;9.2;;6368553.66;318135.75
93269;2309706;203;;5159790.88;;81627.0;12.1;;;
1525;2403251;11;;5864928.82;0.629;124690.0;;773917.82;33855575.95;1554385.29
10710;2403251;23;;7234027.55;;;;701446.6;43365184.97;1680952.3
12939;2403251;35;795802000.0;9999977.29;;;;1587505.37;56387244.67;2245414.56
20739;2403251;47;929591000.0;10467229.11;;;;1945959.59;67781029.86;2671721.1
23626;2403251;59;1040453000.0;22234270.25;;;;2918150.67;101034736.8;2214112.25
33009;2403251;71;1235279000.0;26517810.66;;;;3913303.18;121059637.46;2848364.58
35524;2403251;83;1364605000.0;30424487.34;;;;5343483.38;142628820.8;3466626.2
41745;2403251;95;1700809000.0;34134050.51;;;;7591259.79;177100623.3;4330679.82
49365;2403251;107;1935127000.0;44700998.5;;;;9488046.22;202922157.7;5283317.56
55049;2403251;119;2168431000.0;39459438.86;;;;10014302.41;211458334.06;5904232.78
57563;2403251;131;2794285000.0;43937562.77;0.7659999999999999;202456.0;;13509400.11;234975926.12;8178659.03
64698;2403251;143;2966445000.0;53219330.09;;;;14138684.83;283704895.86;5604685.98
67373;2403251;155;3516135000.0;54635987.73;;;11.9;14548877.48;313492287.17;7631599.19
76847;2403251;167;4136921000.0;58561650.99;;;9.7;;67155148.56;14713972.07
82754;2403251;179;4408474000.0;62253913.39;;;12.2;;77235316.44;18830314.67
84110;2403251;191;;62988941.58;;;11.7;;76446290.95;20893223.92
94217;2403251;203;;12123677.13;;248623.0;15.2;;13631379.97;
1584;2403608;11;;2345971.8;0.528;19572.0;;4311.84;3374228.04;17309.29
10756;2403608;23;;2716019.83;;;;51328.37;5832918.49;133974.86
12933;2403608;35;72374000.0;3335255.28;;;;42202.47;9418552.69;142385.93
20747;2403608;47;80460000.0;3489572.68;;;;251980.1;9125187.88;243031.8
23624;2403608;59;91327000.0;3870335.8;;;;78956.49;11058490.71;327443.35
33018;2403608;71;85947000.0;4846457.85;;;;78714.87;15334629.65;651383.32
35512;2403608;83;97859000.0;5365770.75;;;;2057476.7;17779946.16;338528.85
41759;2403608;95;115568000.0;6161889.75;;;;199841.99;20073739.21;447260.43
49364;2403608;107;128000000.0;7685954.38;;;;341640.68;23484265.85;109564.49
55022;2403608;119;144416000.0;7205649.45;;;;650692.14;25407056.19;804954.26
57573;2403608;131;161295000.0;7725183.68;0.66;24569.0;;1299603.0;31696439.36;836098.44
64706;2403608;143;187857000.0;11032818.46;;;;1898046.82;37891497.47;1016783.96
67351;2403608;155;212643000.0;11343512.0;;;11.9;2812169.97;46732481.7;892153.95
76800;2403608;167;247013000.0;12199491.75;;;9.7;;7125317.53;1064831.97
82767;2403608;179;264871000.0;13036475.92;;;12.2;;11051683.72;1499142.62
84196;2403608;191;;13870694.36;;;11.7;;13565860.85;2007794.3
94146;2403608;203;;2670085.36;;27933.0;15.2;;;
1537;2407104;11;;3909952.79;0.508;54883.0;;46130.72;15966701.74;57541.29
10751;2407104;23;;4748688.76;;;;19427.27;17561400.97;83431.54
12996;2407104;35;304018000.0;6113395.68;;;;27231.13;20616306.28;120544.51
20767;2407104;47;406106000.0;6397138.03;;;;6334.18;23073214.81;324701.93
23585;2407104;59;471684000.0;7095615.28;;;;51832.36;31002300.35;424815.5
33055;2407104;71;544135000.0;8885172.27;;;;131210.24;44927619.4;599575.13
35463;2407104;83;631211000.0;10728591.94;;;;183480.17;56592489.46;191458.61
41785;2407104;95;761619000.0;12323778.92;;;;323975.77;63805108.0;561419.09
49389;2407104;107;808403000.0;15371908.47;;;;679398.17;76018519.21;558585.79
55125;2407104;119;784706000.0;14411298.53;;;;723921.08;79044304.09;657382.61
57638;2407104;131;1057411000.0;15450367.1;0.64;69467.0;;1051319.35;84646509.02;864787.34
64715;2407104;143;1079848000.0;18913402.81;;;;938213.32;98487990.16;1104108.13
67350;2407104;155;1324907000.0;19446020.49;;;11.9;1459930.9;105749155.25;1322016.76
76859;2407104;167;1389129000.0;22656198.62;;;9.7;;11031794.89;1567824.79
82825;2407104;179;1356254000.0;24210597.85;;;12.2;;13032647.61;2072032.78
84156;2407104;191;;25759860.75;;;11.7;;14397035.15;2210890.2
94099;2407104;203;;4958729.93;;79211.0;15.2;;15175771.2;2759453.57
1533;2408102;11;;41212774.01;0.664;711755.0;;5313819.0;308953852.0;12279052.0
10725;2408102;23;;48512614.42;;;;5642664.48;351463078.95;14428706.56
12897;2408102;35;4925784000.0;60013739.99;;;;5406009.61;410742548.52;15409338.61
20835;2408102;47;5162219000.0;62382378.91;;;;6121168.16;453227675.59;18001941.26
23581;2408102;59;5890449000.0;68770749.82;;;;8689171.0;568389221.0;20381690.0
33091;2408102;71;6762765000.0;79656624.25;;;;11560157.0;647519082.0;22860305.0
35490;2408102;83;7790190000.0;87436129.04;;;;19899157.84;752938720.5;25538711.22
41671;2408102;95;9203925000.0;101969933.03;;;;18987171.26;840041559.5;28203358.3
49382;2408102;107;9895552000.0;140052611.19;;;;22104657.72;1096559410.0;31241936.11
55123;2408102;119;11708550000.0;117573093.85;;;;21510513.11;1047426364.72;35581800.99
57548;2408102;131;12918972000.0;143094138.13;0.763;803739.0;;28876715.79;1181077576.8;41794636.19
64775;2408102;143;14701974000.0;178011301.44;;;;31137102.24;1383142190.77;51273351.46
96645;2408102;146;;;;;10.8;;;
96646;2408102;149;;;;;10.9;;;
96647;2408102;152;;;;;10.9;;;
67319;2408102;155;16542636000.0;184023009.04;;;11.9;39080320.56;1495415341.34;56185335.83
96648;2408102;158;;;;;10.1;;;
96649;2408102;161;;;;;10.4;;;
96650;2408102;164;;;;;8.9;;;
76877;2408102;167;18465101000.0;197108436.88;;;9.7;;412340383.5;68258646.9
96651;2408102;170;;;;;11.3;;;
96652;2408102;173;;;;;10.7;;;
96653;2408102;176;;;;;10.2;;;
82814;2408102;179;19076030000.0;218039669.49;;;12.2;;493180505.0;85085989.11
96654;2408102;182;;;;;10.2;;;
96655;2408102;185;;;;;11.4;;;
96656;2408102;188;;;;;13.7;;;
84153;2408102;191;;207969868.91;;;11.7;;561405178.4;118474400.2
96657;2408102;194;;;;;13.3;;;
96658;2408102;197;;;;;13.7;;;
96659;2408102;200;;;;;15.4;;;
94201;2408102;203;;40366991.55;;877662.0;15.2;;542758440.8;104406116.4
96660;2408102;206;;;;;15.6;;;
1527;2408201;11;;2345971.8;0.484;18833.0;;;;
10735;2408201;23;;2716019.83;;;;91485.96;5620902.21;368509.76
12905;2408201;35;59786000.0;3335255.28;;;;93203.76;7692803.68;348068.49
20867;2408201;47;74100000.0;3489572.68;;;;119679.65;8917123.62;340256.64
23576;2408201;59;78504000.0;3870335.8;;;;181965.47;10390862.15;235210.26
33115;2408201;71;88487000.0;4846457.85;;;;622720.74;14451124.16;586870.57
35489;2408201;83;115458000.0;5365770.75;;;;1320299.91;18222080.66;896351.76
41670;2408201;95;121787000.0;6161889.75;;;;920657.92;20339297.47;1593030.29
49380;2408201;107;127699000.0;7685954.38;;;;532230.48;25850570.79;1096314.87
55082;2408201;119;149874000.0;7205649.45;;;;1123770.06;26279611.63;1408055.43
57569;2408201;131;168641000.0;9012714.28;0.622;23784.0;;1129268.83;32089624.47;1533492.82
64779;2408201;143;186459000.0;11032818.46;;;;954304.82;36700872.68;1305114.55
67338;2408201;155;220382000.0;11343512.0;;;11.9;1613685.87;42009175.37;1341501.49
76879;2408201;167;268034000.0;12199491.75;;;9.7;;4784140.64;1494840.59
82774;2408201;179;296172000.0;13036475.92;;;12.2;;5176044.06;1337954.87
84121;2408201;191;;13870694.36;;;11.7;;5894756.92;2226615.69
94203;2408201;203;;2670085.36;;26994.0;15.2;;;
1463;2412005;11;;4691943.14;0.524;69435.0;;129146.77;25808361.53;163308.16
10627;2412005;23;;5432039.24;;;;96393.32;30189733.86;307130.49
13051;2412005;35;561285000.0;7223075.47;;;;119933.65;37990795.77;401394.76
20710;2412005;47;634145000.0;7560075.19;;;;114577.89;41215843.36;377406.4
23473;2412005;59;668091000.0;8385727.11;;;;148130.17;45205855.14;361931.38
33026;2412005;71;789933000.0;11301198.54;;;;311388.66;55069452.43;527495.6
35527;2412005;83;946026000.0;12517623.9;;;;376815.95;61889997.15;417504.48
41703;2412005;95;1053568000.0;14377742.07;;;;722016.71;73549737.23;481873.28
49357;2412005;107;1186442000.0;16652900.78;;;;1321209.5;90950193.12;546707.48
55006;2412005;119;996688000.0;15612240.04;;;;1470666.73;96756012.78;857507.7
57585;2412005;131;1380003000.0;16737897.7;0.6609999999999999;87668.0;;3034308.4;109135619.12;1735244.24
64777;2412005;143;1418118000.0;22065636.51;;;;3627656.25;134530079.11;1431386.25
67386;2412005;155;1338453000.0;22687023.76;;;11.9;3393337.44;146733574.35;2289100.45
76911;2412005;167;1560568000.0;24398983.09;;;9.7;;28733494.79;2689312.61
82869;2412005;179;1630595000.0;27935305.19;;;12.2;;38955705.94;3824273.33
84222;2412005;191;;29722916.12;;;11.7;;33706413.83;4398802.35
94148;2412005;203;;5721611.45;;99724.0;15.2;;29487930.55;4075198.34
1455;2412203;11;;3127962.32;0.494;34912.0;;5292.35;9881996.59;13704.69
10663;2412203;23;;3621359.69;;;;8955.0;11694796.04;25729.99
13058;2412203;35;108165000.0;4447006.8;;;;16265.0;15129752.0;38338.46
20855;2412203;47;127699000.0;4652763.46;;;;16618.7;16488064.05;27566.25
23528;2412203;59;145084000.0;5160447.55;;;;12573.82;20781438.87;62862.04
33103;2412203;71;179364000.0;7262484.13;;;;53684.53;24303993.25;60636.16
35507;2412203;83;223222000.0;8046148.79;;;;157082.67;27270185.33;62549.77
41689;2412203;95;267511000.0;9242834.43;;;;71577.5;32833832.89;82479.96
49393;2412203;107;307462000.0;10247939.13;;;;70986.12;39360553.45;127224.63
55010;2412203;119;325194000.0;10808473.97;;;;141324.91;42371238.86;182368.54
57578;2412203;131;409696000.0;11587775.4;0.611;39776.0;;266929.35;48481966.6;412520.59
64759;2412203;143;464421000.0;14185052.16;;;;501615.77;54468982.84;587297.51
