cod;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
2305605;50015;60571;64649;69641;86022;84987;113470;116389;127140;160383;141414;159655;188771
2305654;18056;22257;19788;22692;26598;25404;31144;32798;36633;51720;44816;50505;69397
2305704;20173;23655;22734;25343;31272;33200;41916;43523;50313;62347;58802;67346;79053
2305803;69515;83647;88489;107038;113787;125728;147114;161478;190443;223815;220979;261073;286816
2305902;56477;68429;72479;79511;92112;94627;118879;125492;145214;164891;166193;187840;202475
2306009;23792;28284;31436;34692;38960;46520;55459;64059;70358;73691;80328;91526;116849
2306108;31499;35240;37706;45226;52552;56925;71267;79654;84525;106489;110957;124748;143031
2306207;15327;17070;17789;20206;21408;23317;24486;26355;31075;34073;37920;43681;50900
2306256;53324;61248;76352;85345;110058;129393;145620;161596;200020;242375;279556;352105;435900
2306306;165735;194339;220781;242224;249695;229416;326703;331716;594791;715132;383759;450431;521931
2306405;292799;329977;395221;401532;478306;482996;560442;590292;704980;802759;928073;1002563;1189218
2306504;24301;29854;28355;35651;42133;45996;57437;56409;65208;78965;73321;90332;104764
2306553;75178;100311;113985;128930;170602;173295;190589;175762;208962;238990;248662;353145;377312
2306603;27245;36135;42434;38372;53057;50649;71750;68793;75951;98480;66495;92720;107424
2306702;40864;47049;45501;52448;61805;60757;74787;80312;82526;101150;94279;107965;129890
2306801;60613;50314;54195;41901;48638;51679;65479;73557;75623;88371;101346;121204;140440
2306900;86449;95300;104122;114118;135179;148685;188728;209061;235624;280425;309005;347615;415708
2307007;84724;102867;126996;137652;154178;176462;206409;234624;230189;263215;261369;292202;354857
2307106;40333;49140;50487;58767;72907;75527;93463;96525;107867;119976;123441;146767;178133
2307205;11616;14826;13718;16539;21053;20458;26971;29357;28975;38678;34018;41041;66429
2307254;22207;26760;32565;38866;46439;51895;62698;71878;96137;108570;124122;138753;185484
2307304;639519;720985;812130;907642;1116498;1246312;1423758;1649601;2151335;2475504;2829796;3232446;3779837
2307403;36890;42964;47075;47354;55609;62640;73313;92863;103169;121840;117542;140205;176278
2307502;53298;60854;57507;64756;80229;81262;90999;103512;111666;133456;136970;157668;190189
2307601;192762;212958;243220;262062;321847;337324;400853;407333;505778;537356;575849;782694;806415
2307635;36696;37698;34465;39664;52181;50159;68429;63573;74830;93310;86303;90255;113544
2307650;1670133;1802231;2152460;2319339;2411696;2748986;3387386;3702590;4499790;5005885;5321236;6291122;6742786
2307700;270896;300638;394789;496794;562958;629053;726042;719003;820090;865979;913070;944514;1059651
2307809;44279;53631;60236;66278;72359;82849;100376;102219;149580;160880;196904;207680;247507
2307908;11922;13772;14865;16782;18765;19395;25202;28292;32796;37011;35652;49960;56574
2308005;47220;58481;60925;66048;73514;82844;98982;107516;120691;137364;143290;165867;196095
2308104;79773;93763;95093;96297;139054;151529;183292;196029;187164;286138;249374;251363;316137
2308203;18012;22485;24373;25386;28971;31850;36338;38599;47779;56522;59196;66688;72448
2308302;56264;69407;55186;61899;81820;80504;94739;109879;121563;142915;139412;160552;196295
2308351;26604;27717;29276;38797;43363;47179;66263;55025;61613;81242;70552;75322;91007
2308377;15575;17321;19305;21722;24996;27206;36038;39668;46417;53170;58245;58155;67397
2308401;53199;62613;62932;72439;118603;125491;152723;185975;165701;211897;197752;204972;296147
2308500;66385;75743;78381;91961;105127;117666;142879;141210;158758;182363;177151;205153;243601
2308609;26248;31771;34892;35271;41632;42531;55816;55798;62577;89662;75250;83661;100442
2308708;157151;183978;190130;210908;238924;314478;319842;326062;409293;436830;479291;629723;639583
2308807;10533;13057;13973;18558;20284;19842;23132;25632;29869;33520;34867;40079;67941
2308906;26616;31804;34097;37619;43702;46166;56318;66239;75629;84264;87787;93610;113205
2309003;20132;24048;26182;27974;32061;35502;42489;47257;51447;62872;61778;68813;77255
2309102;23779;27544;32748;35287;46710;46269;62283;61148;73185;84793;74671;70613;77883
2309201;25246;26198;32353;31981;39205;40527;49022;57532;68469;81430;81422;96906;121382
2309300;53575;62740;65249;73981;80171;86304;110381;117994;140458;161893;175885;197935;228724
2309409;51044;51502;54378;59187;78688;72844;93368;84458;97049;152331;116712;136549;170460
2309458;34534;38887;38539;44652;49621;53087;68327;71187;81931;96180;94733;104261;136305
2309508;45861;55148;58420;65603;74291;78395;92527;104665;115554;125710;139393;144142;171850
2309607;334523;357802;433957;414459;408507;417631;491943;547340;602770;697290;721410;778970;924363
2309706;176042;186984;212252;228553;378244;395011;480647;497231;591627;634292;693010;802513;960144
2309805;26040;32213;36943;40037;51003;50516;61833;67819;82054;91720;78109;91982;114458
2309904;9307;11232;11803;12398;14997;15952;18676;20766;25582;27994;30061;32712;37140
2310001;14061;16473;18647;19192;21260;23861;28838;31820;38507;43001;42963;52839;63164
2310100;20615;25614;27634;27028;31838;32198;41461;47617;60122;69294;61559;58579;84635
2310209;112719;132938;144787;180193;181151;175191;225576;207755;252872;295041;342303;370570;425742
2310258;52153;63254;75982;94081;116667;137906;132598;131385;182868;202168;224777;265461;329626
2310308;58764;67850;57213;69323;77608;75954;109641;102433;118592;142908;130924;149030;175535
2310407;16241;19321;21689;23876;32028;31507;40676;40284;47722;62051;51688;72581;66207
2310506;75262;74169;76359;108474;96353;99565;143196;132345;158422;193924;173651;204011;234619
2310605;11606;14977;13728;16453;21668;22294;27875;31617;50236;55887;56729;65997;83529
2310704;56854;61689;68674;80371;101278;105776;132868;160199;200100;250938;389496;350736;314444
2310803;26850;30470;32568;33117;41385;42750;53596;54511;61962;73672;72845;83447;99663
2310852;32611;38384;44150;45492;55557;60719;61050;82770;95129;110678;120177;135303;168303
2310902;22431;24574;25713;28567;32856;35873;44764;48045;59641;68466;68499;80284;97290
2310951;14835;17639;17802;22357;22873;23294;30519;31012;35918;42326;39600;42663;45787
2311009;16018;18042;18788;22173;26031;26586;31763;33995;37661;43399;45736;54130;62994
2311108;26346;33173;30350;32911;44279;43505;54083;57360;62748;73545;72262;81974;96979
2311207;15985;19751;20436;24215;27775;29247;37174;37894;43904;52991;55033;66036;87165
2311231;10205;11645;12303;13283;17091;16781;23070;23623;25750;31225;28815;32100;40019
2311264;35754;34581;35892;45301;48925;47660;60804;61927;71527;101908;102209;101601;139994
2311306;176492;211174;237367;271909;279191;304731;381749;465456;576334;625882;681760;733060;818114
2311355;39384;44153;41540;49872;53460;51825;61062;62055;73998;84630;84206;90249;108613
2311405;144831;186104;188380;216081;254760;280432;332829;370805;456018;526957;552448;603448;711581
2311504;64733;68064;93594;94594;117277;127703;149958;129131;129073;190764;284425;490581;496760
2311603;82941;79859;89213;97849;115993;86650;104837;122510;156859;180162;173558;202153;238849
2311702;32726;40638;43134;47561;59506;56282;68179;71835;88318;105551;107941;120055;133637
2311801;184345;243561;279646;294540;329608;362600;449685;470387;575304;651383;732100;777481;880151
2311900;23861;27126;27110;30616;32243;35374;42511;49410;53390;65115;63519;71996;85671
2311959;22701;29350;27050;30736;38181;41497;59667;57228;57987;76314;73820;92767;116301
2312007;46376;50409;51163;60987;70195;76063;90485;96284;110543;127596;131518;150334;174522
2312106;28953;31977;33164;37917;44037;47331;56194;68325;71494;86005;81924;93678;120414
2312205;122441;130740;132973;125789;146211;143847;194945;201161;226303;261952;264124;298641;352070
2312304;81748;96720;106667;115916;130810;152255;183811;196606;236891;264248;337385;347902;377436
2312403;75468;98728;114827;134809;162065;209658;248703;294535;517967;592282;462603;822595;1515257
2312502;36207;36016;37828;32601;37250;37594;44444;48385;52901;48577;54535;72701;74665
2312601;19923;21524;24276;29378;34226;34520;42434;47071;56842;65513;67191;74820;87282
2312700;54500;56928;62515;72574;86330;89430;117197;112974;136899;180321;166791;214365;244752
2312809;9051;10067;15593;15633;17049;17328;20678;22857;25138;31118;31173;33356;39565
2312908;981405;1094881;1367901;1527851;1563325;1668681;1864366;2100913;2553785;2671208;2987979;3419143;3793940
2313005;31284;34854;38327;45737;52494;51250;71188;72927;77107;90428;85568;102405;118297
2313104;52036;64111;72632;81301;94571;103506;122865;141869;180924;190765;200457;232017;267602
2313203;43716;51246;49226;54952;67912;69488;92209;91616;98552;125421;115534;126912;156061
2313252;14076;18775;16374;16771;22712;24222;30535;30791;32251;46285;42572;48193;60893
2313302;108267;130911;138335;158922;181505;191049;233452;237004;272690;342140;337283;390250;491492
2313351;18224;20007;21141;27406;31254;34357;41076;44545;51984;62376;66127;73464;88018
2313401;165437;196400;214040;242809;280331;286807;358032;362690;472289;536503;542870;681314;838353
2313500;108908;126907;161362;177958;210910;213388;255689;219442;263843;310705;377447;511212;591988
2313559;15631;18205;21272;24710;27427;28736;37293;39791;47858;50988;59380;67906;84239
2313609;70631;84184;98534;110140;124395;142290;170653;177874;200408;229047;235889;277485;304803
2313708;10875;12548;12972;14272;18952;18629;22964;24110;27089;31914;31733;36236;41284
2313757;24109;27645;30821;33672;37992;42991;51982;55680;64479;79713;78132;88297;102052
2313807;60528;60859;107867;106364;112011;108840;138305;140919;185497;198259;233848;229445;267731
2313906;14718;18129;19739;23361;24745;29731;36186;40155;47276;55792;59636;66012;94256
2313955;33205;44897;46444;47935;60202;60949;74122;78585;98790;114770;124891;132942;199040
2314003;56459;73459;68252;76721;95373;98960;128984;134473;167745;188456;193159;221877;276244
2314102;69049;86705;99491;105981;136367;152980;182613;191670;220619;246264;246311;291079;338948
2400109;25575;28144;31036;35205;39731;43491;48200;53885;60084;72737;87926;98156;105662
2400208;202278;192702;215069;265624;286096;323551;358395;351654;442987;605536;699354;818416;890710
2400307;18553;22245;25580;27537;29493;33756;33815;42163;47835;51449;58794;65569;67549
2400406;6677;6751;7108;8318;8949;11134;12667;14174;15134;16916;19063;19942;21623
2400505;28803;30660;32179;37594;44242;50744;54460;58582;61503;70505;77498;92574;100120
2400604;9948;10502;11433;12436;14448;16612;18535;19246;19440;25013;27369;29979;31147
2400703;171393;162986;163822;202480;254679;302037;282054;205271;240885;321498;411973;453270;554533
2400802;31453;32339;34171;38597;42896;51751;55078;58985;68549;80498;90284;100524;108508
2400901;11204;12753;14815;16128;18823;23058;28339;29463;30376;34036;36984;40390;44302
2401008;176901;176347;176674;204705;212048;269829;313932;309364;347485;460079;497093;541188;528457
2401107;404845;408890;491361;641524;708913;662759;722029;527501;688026;749985;845835;878478;819391
2401206;56409;68668;71741;89738;220129;258356;171282;180382;257660;280791;295865;209709;248132
2401305;19237;21397;23137;23917;27598;32414;35143;38832;41811;53587;54633;81174;104157
2401404;24515;26297;29059;35194;46002;45575;55965;69433;77340;91764;106970;116256;135739
2401453;117615;147515;149625;135437;170422;218543;192788;221531;270432;291212;442935;579020;423165
2401503;8313;10097;10793;11710;13865;15165;17795;18433;19994;23059;26456;27692;29911
2401602;10614;11331;13721;14129;17362;20206;22175;25066;26051;30400;31113;34670;37271
2401651;7331;7428;8666;9533;13225;12977;14056;16201;16762;22434;21183;42023;82107
2401701;17563;20479;24402;26703;28357;32342;35168;39314;41786;46688;53760;61214;64016
2401800;23048;25970;29925;34024;41682;44039;47706;56892;58688;84622;107149;116289;128615
2401859;12461;15568;16523;18020;20318;25104;26586;29131;31304;33171;39496;43581;43058
2401909;7170;7596;8041;8926;10559;12369;13812;15369;16595;20607;23205;27832;29751
2402006;200150;210545;234169;273088;315642;373211;398280;477968;537968;669766;797770;883798;930892
2402105;22911;19861;23307;23270;23764;29572;35896;43333;42556;45970;53896;57759;63601
2402204;81196;105575;107990;123600;142558;157091;173185;209404;234467;260417;318971;358161;367072
2402303;76097;83189;85583;112156;121935;149338;204611;183638;195639;286941;334254;343642;299875
2402402;15778;17705;20067;23435;30019;32599;35857;38285;46772;53647;58614;64566;74144
2402501;56299;52775;52232;66166;83423;83075;78003;60962;85202;184708;229498;192098;208264
2402600;148502;174841;202543;233642;307319;336356;365337;434831;473140;485246;578965;663989;701929
2402709;21472;25298;27896;28773;35695;42327;46213;51873;57017;64831;74325;82163;83113
2402808;9739;12000;13904;17014;16333;18501;18364;23793;24794;26939;28565;33655;35069
2402907;9716;10673;12158;13352;15721;18457;21013;22811;23494;26042;28425;30935;33279
2403004;19999;22517;24332;26586;31659;33087;36882;40794;46088;67988;75759;73886;444795
2403103;140559;144431;158789;188925;216478;256647;277754;330403;380268;457197;526835;586499;568079
2403202;10673;12152;15342;16835;19454;20842;22587;27107;27773;32879;36974;42511;45954
2403251;795802;929591;1040453;1235279;1364605;1700809;1935127;2168431;2794285;2966445;3516135;4136921;4408474
2403301;9253;9940;11701;12882;14735;17161;19041;20748;20875;24722;26539;31374;34384
2403400;11259;12201;13618;16108;18508;21898;26824;29902;34242;45213;45809;46063;45708
2403509;17072;19681;22181;27027;29136;31053;33488;37023;39793;44107;46274;52162;55407
2403608;72374;80460;91327;85947;97859;115568;128000;144416;161295;187857;212643;247013;264871
2403707;41861;40593;44394;68761;92155;107914;84667;63709;73139;88075;114941;120935;111461
2403756;5706;5788;6896;8144;9411;10813;11994;13704;13675;15785;18421;22658;23040
2403806;20396;19039;23683;23905;27892;29651;31671;38295;40485;51101;58524;63314;73454
2403905;6874;7522;7890;9484;10392;11951;13821;13899;14407;17547;18439;25161;25341
2404002;8673;10118;11048;12398;14913;16681;19039;20246;20972;24952;26419;28935;29958
2404101;34784;43449;54197;53038;37801;31842;49273;64512;66859;53774;53580;55630;51516
2404200;61730;56984;61896;70112;87250;115556;120965;145474;151614;182752;203078;233762;261495
2404309;96304;103321;115421;152644;165068;151497;162643;123102;181160;266127;285856;266776;271487
2404408;74211;80373;108909;118023;137455;135807;156013;125541;163104;231911;155485;155172;138536
2404507;140815;155368;251177;258439;360737;446731;620592;546106;701908;266331;-19046;4199;261759
2404606;19681;23672;27790;33103;39898;45272;49320;54381;63786;65183;74414;83075;92414
2404705;39052;47810;51906;52364;59021;68983;67367;74948;78800;91703;97838;112535;120693
2404804;4996;5335;6193;7625;8942;10223;10779;12828;13377;14828;15904;17996;20154
2404853;15930;16650;18336;22972;23973;27360;30042;34220;40412;50613;54993;57079;64108
2404903;12160;13570;14597;15488;19275;21527;23679;29940;27310;32506;38874;45782;43702
2405009;15227;19050;20770;21034;24992;28933;32452;33668;36581;43573;42574;53300;52801
2405108;13035;14910;16029;18036;19573;22156;23488;26791;29394;34130;38122;44740;47851
2405207;12875;12679;14080;15927;16917;20691;23477;27392;30090;35163;38186;42985;45089
2405306;18707;23017;28794;34980;33708;39320;39361;39780;39557;44829;47658;50788;55737
2405405;10135;11575;13095;13799;16074;18704;26447;23257;24695;28083;26724;31836;31411
2405504;5752;7109;6976;8178;9583;9922;12338;13733;14289;16000;17027;20292;19951
2405603;33981;38052;38274;48171;59893;70705;74235;73815;80683;98437;108247;136791;143721
2405702;35974;37531;42012;52022;55221;62829;62990;78297;90177;93999;102496;110555;117773
2405801;67040;75842;87385;101903;114925;135623;147591;182252;208545;234725;313814;479389;551610
2405900;5618;5949;6823;7482;8286;9875;10721;11804;12731;14177;15064;16813;18607
2406007;11197;12487;14661;15762;18057;20920;23603;26661;28207;30636;32241;36408;41432
2406106;36280;41318;45365;60457;64584;77206;76282;86359;95806;109684;120222;132980;162914
2406155;6655;7875;9077;10235;10461;12158;15366;17169;17596;19606;20200;23018;25116
2406205;11750;16257;21255;22348;20417;22811;24744;28065;29222;33671;35897;39106;40491
2406304;13059;15737;16582;19697;22692;25691;24193;28682;32206;34255;37302;44019;54708
2406403;7681;8812;9290;10245;11799;15043;15176;16033;18069;19267;20718;24326;23946
2406502;25289;26804;28289;32174;37817;41449;45772;52150;59904;74656;106752;147386;153852
2406601;14672;17128;20967;20952;23778;28119;31675;31977;36720;40499;43974;58307;48428
2406700;22883;25029;28130;28946;29364;38654;41714;46235;51453;61142;81372;93298;94256
2406809;8992;9724;14001;14598;16148;17577;18777;19940;22637;26180;28266;31074;34568
2406908;7302;8272;9507;10490;11608;15159;16054;18267;18867;24708;26795;32650;34559
2407005;17662;18703;21877;21748;28033;32042;36226;39732;45343;49450;53756;56978;61307
2407104;304018;406106;471684;544135;631211;761619;808403;784706;1057411;1079848;1324907;1389129;1356254
2407203;262923;285260;374621;454077;515695;529513;639226;478013;624095;773568;952506;961749;914350
2407252;5679;6342;7491;8365;9699;11769;13883;14845;15954;18093;19491;22361;31086
2407302;15968;16872;20438;21777;25252;28675;35270;36458;37734;42862;46423;50471;53387
2407401;17654;19333;24861;26742;26555;30448;32268;36160;40542;45393;50746;56771;62369
