cod;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
4110904;18007;23456;22501;23306;26218;26203;32066;40670;44444;51042;58342;64232;63411
4110953;52757;76377;83222;80370;88270;95436;117337;102826;135588;176161;191960;246877;297341
4111001;36399;52722;54119;39704;41683;54816;62974;64744;72057;83727;104259;116744;100525
4111100;54363;71479;74269;59283;57998;70226;85461;84567;83082;112011;114140;140717;141944
4111209;63009;89552;100998;95292;99158;124064;150185;159775;160129;201689;211679;289824;346218
4111258;76407;90986;110857;115473;114230;156423;237694;251175;284595;330639;395105;414739;443103
4111308;13956;17629;17637;18235;18396;21897;24276;26960;30756;39402;43174;53247;58642
4111407;58817;83986;85151;88564;100683;117550;142370;127658;198694;207762;228475;245495;220629
4111506;161392;198911;210173;216746;243593;260702;317721;344015;359655;392878;470288;567863;576597
4111555;40094;65156;69505;70995;73814;86581;88480;104411;102906;134830;143046;153131;174158
4111605;27144;35307;37435;36297;29677;34601;43212;36937;41864;55160;64374;79524;73499
4111704;15763;18874;22190;23433;26777;28033;33626;35848;39389;51197;52625;62905;68124
4111803;256752;305595;324539;340004;352630;373537;399637;471937;541342;640221;711950;821339;893498
4111902;73703;104548;127254;137357;146375;179968;163348;197295;316109;355049;388482;484159;683320
4112009;417667;555448;668327;648739;671586;735762;686227;686860;703646;755152;868969;990208;1249429
4112108;124261;156013;177647;185866;228437;228527;240059;262514;359275;453611;573356;651734;625941
4112207;45877;62514;60486;53511;46911;53009;89755;88848;81444;91117;101289;138402;132285
4112306;14457;17517;23337;25226;28033;27848;38271;40438;49774;62465;72420;77783;71024
4112405;41820;58723;62881;62228;64438;73600;72681;74659;90755;105097;120312;170382;167167
4112504;49704;64238;65205;64352;68309;80303;98530;92830;108289;121619;147856;185225;192225
4112603;7248;9825;9605;8246;8547;10405;16216;23472;21546;25999;25453;28271;27847
4112702;47180;59077;69933;67462;70508;78855;83363;81411;114567;129181;143479;157845;201698
4112751;48504;61485;70165;62925;67120;75266;108551;100548;129501;165871;157326;204731;257095
4112801;47289;64343;78145;89143;91439;119709;118924;151641;200959;229615;264337;333951;464253
4112900;16156;21547;25554;22959;22865;26604;37312;35219;40461;51781;59625;68126;61943
4112959;68855;108338;105902;94802;96587;102703;164456;126474;146631;173495;201474;252127;258995
4113007;48177;76102;85139;71080;85797;97410;101190;110418;90765;103079;132647;146480;175987
4113106;25822;34443;40038;31252;30766;45604;50830;43968;45320;56926;66433;103398;84978
4113205;284097;367597;382717;403606;417849;500186;596040;552093;755220;850535;986354;1164949;1311358
4113254;17297;20559;22572;24201;26637;28960;36141;38720;40100;48834;54575;62215;67458
4113304;136238;180266;183125;192276;208342;228681;266794;287076;293246;341210;382197;494348;565277
4113403;33296;56090;56003;40661;34864;50281;71409;52288;61658;76389;78950;107796;82790
4113429;19950;23903;25661;23247;22040;27662;37586;34050;36161;45637;52731;54397;51150
4113452;30828;40156;43653;44489;48166;56672;71979;65921;81330;90213;106294;133152;158539
4113502;90090;113766;123279;126769;133515;145259;170686;196574;225063;261667;339525;385866;462795
4113601;52120;64983;67121;70158;77967;82730;91079;108277;101348;120291;126169;138025;141494
4113700;4511368;5484039;5918952;5979035;6534247;8216205;8804024;9544221;10822983;12534094;14769050;15972080;15820903
4113734;96159;114262;119660;95567;100405;119769;158994;146258;130020;158931;201358;244950;255783
4113759;22313;26505;29696;28173;28450;33472;40580;39917;43656;48763;57987;61734;57528
4113809;15564;18921;19824;34925;38133;39494;45785;46693;43303;58546;64395;72341;69454
4113908;82831;117713;129607;139010;135762;147840;188372;200677;255466;304565;336569;394365;676577
4114005;143487;194259;190512;167362;171156;201707;267098;253364;256088;318752;349247;433727;449031
4114104;81719;105454;110454;112517;129310;151681;180167;217984;238054;277615;324473;382384;401547
4114203;183819;237106;283607;327571;384342;404439;467525;491726;546370;615088;709724;875605;1151596
4114302;147348;185217;198146;211890;215307;228504;285084;300500;353925;394242;437307;505607;572713
4114351;13423;16609;18276;20916;18872;24486;26929;27377;32166;34405;34260;45093;45843
4114401;366564;366168;428168;418600;363793;588197;635608;613416;710548;788548;1031979;1095882;897613
4114500;66195;92822;95096;83628;89356;105073;137401;139316;145130;178898;209933;277377;290578
4114609;381151;510029;518163;543514;601030;676254;809889;759991;983589;1149861;1246970;1499246;1797664
4114708;48463;27403;29974;28207;28644;32257;35912;38031;43836;49510;58360;61690;67268
4114807;182808;205568;233578;237662;272219;316799;374885;410379;473453;619480;719721;903955;1071491
4114906;70618;93455;105091;95732;97134;129717;152666;141393;150812;197762;235462;268027;219988
4115002;21935;27499;27122;26792;31282;28584;33465;44581;49950;54223;62437;75495;95787
4115101;33675;48753;56317;52944;63216;60423;84276;76914;87827;104172;116685;151997;166165
4115200;2818129;3591636;4050535;4373020;4836034;5901646;6084912;7189246;8554968;9861066;11390307;13791017;14233028
4115309;42494;60405;72201;60505;60594;83205;97465;98365;104118;123576;134444;181096;198422
4115358;64018;93871;94215;83268;84556;117096;138467;127832;153456;180619;170617;270093;282925
4115408;63466;94754;104807;94936;97116;124533;141796;149772;161985;178982;195976;274301;308870
4115457;18330;25990;28759;29045;28324;30760;38522;37601;38354;38272;40482;54775;62344
4115507;15593;22196;24667;23074;25261;29017;31994;34231;37557;42596;50277;59221;60183
4115606;110900;155710;167947;169525;163363;191732;215961;226877;255255;317368;378736;508728;688803
4115705;158445;197641;243113;312206;267940;270107;337534;284605;338140;366245;431798;524377;554153
4115739;17584;23115;22880;19731;22102;28921;36690;26373;32626;36584;43008;55166;63099
4115754;67942;112847;118818;115996;108767;118537;118461;121241;134129;165887;175353;208421;244520
4115804;281921;384253;401818;416222;466648;548378;594903;646070;750258;916392;1034317;1265943;1476468
4115853;34747;51584;47972;48055;49305;62280;82448;68356;85343;97244;107345;148043;157088
4115903;12433;17398;21346;17887;19651;30703;31906;36604;42447;60011;53578;55590;64024
4116000;9583;11619;12511;13473;13605;15059;16525;18773;21080;21239;26964;28346;31110
4116059;83033;120888;116850;117411;114024;140062;167502;145648;182213;208986;218358;298375;286015
4116109;54260;77123;94843;86682;111826;111628;135913;135138;121908;147961;146113;181716;208138
4116208;61842;73402;75668;89215;96424;102728;111428;120937;143849;160316;191542;228537;223402
4116307;19269;28431;27341;22741;22821;29762;37726;38756;42306;50934;58674;71181;70224
4116406;21370;27319;25524;24004;29239;28149;32783;33236;34115;44779;57312;58998;59223
4116505;9086;11965;10999;10117;11418;13944;16070;17786;20065;25091;26277;30367;33816
4116604;19681;22985;28810;23546;26334;29977;38132;59883;42207;52792;53575;62175;59008
4116703;107962;142082;142863;136110;134992;161225;203097;185674;204948;244826;282509;368512;402324
4116802;42906;62997;58112;53138;53110;57536;82544;83069;76351;90052;116366;147779;158604
4116901;136004;158330;170482;187650;217795;230265;271407;313973;383329;402564;438747;516695;563145
4116950;23383;32149;34310;35257;33479;45725;48049;50987;57213;66274;67688;75358;86860
4117008;38143;52076;57506;50717;51975;60536;82502;65210;85004;111063;115948;141553;132911
4117057;41461;56140;58778;57223;61111;76605;92863;82033;86392;92546;103704;135041;153295
4117107;66661;88457;92312;92343;94677;111781;128501;145351;168288;187352;200347;238771;263811
4117206;19335;24453;25977;27520;28810;33290;34859;36754;40305;41371;48432;57312;62569
4117214;20120;24148;25673;22918;25623;25881;38089;34668;34019;38398;44339;56829;54620
4117222;52479;79997;79482;76704;72786;105846;127025;122861;142115;160773;174456;253008;275115
4117255;55997;74532;79029;71141;76352;97357;114450;113439;136843;154451;168232;232966;249402
4117271;25459;29814;31765;31499;32188;41005;54405;50514;50695;61294;73092;92458;100426
4117297;10231;14851;15810;15338;16783;20241;26029;28453;29528;34877;40392;48234;50974
4117305;118876;151191;145350;151787;160639;195478;231951;226323;247677;286326;318898;414388;674144
4117404;26629;41238;41521;33384;28740;36807;45858;54299;49473;64684;72383;84315;83696
4117453;40473;52522;52332;47010;42329;58875;80306;67041;77631;87103;93961;138911;147287
4117503;103422;132684;158178;182003;203341;197672;221112;218288;233172;298705;369262;437297;496157
4117602;276559;382096;467779;430521;419618;557608;509333;481466;510692;532973;615556;726891;864672
4117701;216418;303530;333172;332250;341414;394396;467195;467011;565017;660495;777269;871845;1031486
4117800;48640;56313;63406;65984;73654;78994;90772;99459;106667;126699;151585;179677;202228
4117909;331393;436042;435835;416188;441191;566228;710211;733183;798830;939380;1013839;1374198;1601077
4118006;46793;61492;65605;68437;76296;84141;95497;101219;116391;136493;153095;191681;210936
4118105;57964;90170;88541;88627;93049;98371;107653;130095;144335;183658;196683;238773;249172
4118204;1682462;2316426;2885785;2427497;2527862;3342141;3996308;3468833;4068128;4842811;5339050;6184560;6306433
4118303;11707;15924;16355;17595;19775;24630;28927;27894;32611;34301;37530;42420;52263
4118402;473945;599758;632488;649290;697718;782714;904184;960404;1101757;1238397;1481406;1750585;1986181
4118451;33343;45114;37997;35912;37338;48302;57548;52870;66143;75537;80060;111713;127936
4118501;535964;752550;823888;852021;845898;1071909;1311783;1447330;1573927;1782948;2165445;2531294;2793999
4118600;54710;59357;65878;69200;74680;92134;108431;111240;133146;139301;166285;211241;233124
4118709;51935;51373;64733;67856;77239;91643;116893;123449;129499;150883;168613;205910;238341
4118808;82777;111812;116325;101771;111065;159713;147111;138038;133493;167495;191845;244747;244338
4118857;26771;38285;46880;46303;50122;52049;66197;72982;82328;103827;117906;126635;122726
4118907;45677;54494;53759;60486;56517;95484;139228;136132;217257;326135;357477;507202;532133
4119004;34168;48100;45253;41250;41140;56202;65312;66279;78092;85428;84151;123421;129214
4119103;205894;267321;311709;341013;369716;390247;442981;412664;415232;446106;502734;584426;636446
4119152;1191700;1436002;1725493;1781036;2019634;2637259;3084984;2952880;3834701;3913013;4504340;4960197;5157399
4119202;26935;31716;42407;40956;52932;44085;59339;53178;69578;103219;111059;112232;112160
4119251;9344;12843;13921;14635;13618;17379;20660;21561;25737;29385;28782;36233;39479
4119301;371755;350847;438046;443844;354498;576989;628557;625867;737356;857498;926240;1039678;888305
4119400;135216;174500;193581;203903;241251;262959;330950;357035;354972;391261;449510;533370;725672
4119509;234408;279037;321697;356966;344593;401967;431858;530857;631588;772102;933690;1083804;1097829
4119608;177270;235074;232807;222878;251838;277487;345181;360374;351704;421176;501373;618452;680669
4119657;20951;27626;32680;24628;26906;35645;44840;43422;43739;53693;59738;65664;56627
4119707;19383;24510;28785;26488;30164;29184;33815;35786;44685;49597;58072;77423;91897
4119806;62681;83810;84461;81840;84040;103453;125024;133950;152864;174067;173836;233335;249420
4119905;2831579;3546589;4115449;4121331;4355522;5092656;5483811;5859012;6698733;7875097;8947800;10302144;11598200
4119954;90081;105108;169312;225598;154124;150189;172972;173791;196369;222666;402603;329978;358199
4120002;207173;228323;233830;243133;257793;304698;275921;328864;353032;435071;481726;503642;434337
4120101;31501;39783;43808;47690;42240;48455;56347;56536;65811;66651;87539;96312;87273
4120150;18047;28053;27432;24100;27084;33208;41742;47832;45445;52547;52995;69155;78230
4120200;11975;14178;14491;15624;15944;18461;21419;25273;27220;32765;37985;44290;44434
4120309;22983;24592;26462;28006;29296;32167;33831;34055;36646;38557;39504;48206;59513
4120333;18623;28276;35756;27675;31710;35948;43403;41126;50018;64202;74881;85565;92563
4120358;40861;57109;59331;52927;51187;71102;90439;92083;91332;107730;108603;154652;154938
4120408;20430;25724;27598;27142;31018;31623;37424;39507;56294;74474;71998;91878;95490
4120507;72114;94490;86684;78678;86945;102448;118564;105197;142124;159552;204236;230444;214511
4120606;203379;251385;265814;278677;301881;334432;436917;473960;506248;582424;653917;810000;858020
4120655;45235;69184;62132;52915;58170;64470;106039;102624;90572;113475;126556;174011;171134
4120705;31605;40155;42780;48918;49863;55074;60316;67752;74990;95979;93146;114537;194865
4120804;247070;316590;404532;394825;391800;461543;555125;629897;732944;917650;883279;1545573;1235878
4120853;36998;47523;45470;44999;44076;55554;72413;66478;76913;97322;85400;117909;150357
4120903;505097;483924;567457;550610;488018;728961;766793;806700;942566;995046;1156167;1244230;1038771
4121000;43780;61670;68259;69393;69456;78318;87327;99393;101387;113784;127716;163360;170801
4121109;47151;60825;63616;53347;60364;57182;83989;70309;83988;92784;104798;133270;134958
4121208;46730;61681;70770;82939;87647;95985;126657;116274;172324;180699;202627;260202;267122
4121257;19913;26270;28710;30433;28059;38435;48040;42657;48849;54294;56860;70479;72280
4121307;25951;41323;42820;30103;26874;36825;48515;36588;42859;56661;67447;86040;71912
4121356;30033;46242;41525;37872;36668;43829;66028;65121;54952;68281;70867;101605;118075
4121406;97888;124450;128167;120728;130299;169496;201577;221018;255982;291923;320628;413131;441450
4121505;58562;82791;96487;100045;98369;104349;131246;114393;164999;183496;220974;281866;290176
4121604;56959;81748;84044;65203;65919;90765;110461;105479;121022;145919;144138;208496;206539
4121703;96048;130420;158537;167654;153733;191411;275986;246229;291845;355373;403984;492838;442493
4121752;43208;52800;58065;54400;50450;57266;70070;76976;66641;81737;104064;129621;119604
4121802;119419;131572;139621;140778;172792;158350;190417;229646;285198;294323;343731;336270;334423
4121901;46702;59805;73263;67457;65046;81086;94440;88384;108052;123614;141474;161704;154163
4122008;70913;101532;125093;140081;116037;200844;178035;168558;238758;287668;303827;351832;416080
4122107;15942;21254;23362;21014;22684;27287;32104;30365;33270;38557;40645;51620;56684
4122156;48184;67723;76291;67262;83075;91020;108258;104718;119411;137021;145187;199570;215432
4122172;15534;20727;20862;36992;36588;48432;39122;42866;38140;47109;61033;68209;77245
4122206;423175;585927;579480;557456;517798;618004;658787;754750;809518;941132;949955;1018127;1225469
4122305;238368;283467;344465;370722;407625;433867;587957;589046;580701;637717;734257;860452;967171
4122404;432127;552843;639983;626156;673728;766212;917592;1085205;1230994;1421190;1620603;1962327;2338127
4122503;73799;91580;95798;89881;92710;110196;144789;149963;139909;182778;219718;294015;307334
4122602;56226;77106;77575;81563;102575;120230;130057;145694;166490;183769;193360;231446;276645
4122651;18503;23014;23980;26458;36861;42468;32527;35612;38072;42324;50466;66474;74380
4122701;35087;50228;55738;49771;51685;62532;81999;72073;126607;181609;206931;308584;359577
4122800;21729;25275;28970;31150;32353;39993;48576;45966;58998;65504;60865;74736;86562
4122909;35512;31656;39935;52533;46640;49243;58702;57295;136328;107188;112504;73986;64906
4123006;60777;82972;84719;89338;97040;118723;132221;145916;169049;197665;210172;275116;284500
4123105;15700;22544;26225;19372;23773;23926;30394;28344;37444;44333;54007;55677;50162
4123204;21798;29922;33511;31566;34448;40832;49519;51628;52222;61957;69836;82346;75918
4123303;40502;51071;55214;61895;64288;70539;81122;88378;108115;131026;163172;182780;188922
4123402;43030;63651;67308;68707;69918;82203;106122;106625;117649;165310;182407;209395;215223
4123501;175439;246475;253200;251692;258878;323477;375203;333732;413132;489134;524436;627235;701545
4123600;9229;13570;13941;13481;11656;15586;19320;20483;23038;29002;27395;35811;33124
4123709;39147;47937;53512;51551;56610;61288;71502;76232;82997;90024;105417;129266;139025
4123808;55595;74164;76886;71682;75998;111302;119417;117107;145853;170500;182857;238733;245907
4123824;21064;28849;29868;27211;24481;32482;36875;37563;55580;71227;78761;89880;94693
4123857;42300;53506;53897;48197;52176;60153;71889;69000;73179;88032;93183;119787;153690
4123907;76025;113001;117050;95222;92240;118910;152771;114327;149129;186513;197474;253151;229473
4123956;13391;18515;21850;20617;19827;23372;32630;30777;36804;37998;42021;55488;70425
4124004;24314;32705;33055;31196;31189;33280;45709;43999;45131;59303;65167;82475;72904
4124020;60176;88432;90359;85106;89328;111147;136933;138096;163333;212563;231573;310434;342655
4124053;114783;141243;132113;141471;143500;205666;224126;253677;241881;284437;328410;406864;454790
4124103;181163;222387;245444;282779;326046;374787;384317;464675;506702;585888;647013;794202;854894
4124202;11551;14736;14747;15106;15914;17005;21188;22067;25840;24978;28578;35305;36671
4124301;19028;29520;29694;23228;23633;29672;40783;34232;34816;46011;51761;62425;49655
4124400;77523;103197;108314;107070;107372;129502;149994;171057;179797;231699;255793;354167;399215
4124509;31907;42160;42594;43013;46936;66884;106913;106879;145160;179751;177893;229920;216810
4124608;45521;64535;68386;70702;86011;87921;105731;116915;119668;144085;156092;191443;231868
4124707;36189;52077;63396;57206;63521;69238;97533;86580;84939;128138;133603;165373;145765
4124806;69469;98645;109413;91360;87518;123461;148954;162847;175479;250812;310080;430511;523960
4124905;23647;28112;30153;30948;35314;34901;42325;41301;64372;74431;75878;88858;90317
4125001;64523;85621;96253;81856;90154;99345;120738;122392;120532;141588;177246;212318;209222
4125100;44864;74562;95612;103646;110786;128116;131679;133084;219058;216597;257570;291716;396319
4125209;48479;64492;66615;66025;64698;88798;98359;94844;114204;143571;161706;194496;202147
4125308;74111;105641;102833;87057;79831;101059;118593;107745;132461;162201;180684;222347;212150
4125357;22294;26674;29653;29131;35194;35943;43312;39841;51216;57833;65030;99570;108474
4125407;27754;37286;39090;40657;38929;43247;67201;67219;66289;82306;90499;119062;101519
4125456;17782;23382;22566;23154;23096;28502;33726;29050;38788;43607;40969;61039;61882
4125506;5275063;6370666;7798399;8276261;9150899;11162254;13319763;14152746;17238008;20709464;22271624;25207296;23220247
4125555;13467;17826;18148;17104;17721;20511;24033;22527;21892;29074;29187;30379;47625
4125605;281389;324016;376953;402251;423899;500579;572356;591230;567737;653136;764079;1047541;1152404
4125704;226840;317381;307108;319228;319583;426532;425274;483024;544432;654247;677832;860633;926491
4125753;41884;64063;63812;56180;58607;67020;89917;78697;85834;95891;98590;142777;148276
4125803;74168;89286;98955;95072;118946;140675;170598;145700;171483;200201;213739;227379;276752
4125902;13726;15573;17476;18197;19570;21087;24290;25926;27602;32370;45671;56197;58698
4126009;43794;67703;73280;64149;65764;76653;82155;89083;90618;114515;136404;167446;150800
4126108;37665;54682;56725;57636;65409;67738;79261;85092;86800;101380;104013;134658;151416
4126207;19620;27981;32408;32225;35226;38919;50277;47209;51119;56380;62520;75686;93868
4126256;241686;294625;348962;370967;372631;453364;523796;565953;725973;825569;965758;1167158;1195132
4126272;495469;431334;516797;512884;398310;711569;748115;769715;992201;986521;1124379;1073478;562412
4126306;139812;224940;245258;244981;217972;250189;241754;212171;252170;282772;308563;346124;455954
4126355;47273;71707;67011;70150;63549;82554;88884;83384;103873;115335;121311;170102;189097
4126405;58427;102411;102329;77397;67237;109820;133828;104905;135966;179779;197694;249261;201705
4126504;147194;194615;187504;187792;193380;222106;222931;251309;279798;341948;435865;513015;552545
4126603;78916;99923;112831;121110;138613;147573;175225;190933;226783;265107;286873;350949;398112
4126652;18532;24838;28665;25935;24265;32157;38128;37592;38920;48293;53450;75855;71234
4126678;56326;75302;75328;78252;71427;90507;128238;120180;151818;184303;212623;239942;233853
4126702;23567;30239;30825;32124;34965;38332;41681;47832;55959;64014;75829;81847;96316
4126801;69918;100319;108022;112894;131717;144497;196126;200408;228380;270936;311451;354820;389076
4126900;23171;32650;36803;35578;39003;41041;45832;46584;55638;63835;70182;87619;98870
4127007;65375;94597;98283;87250;79878;87342;119377;95775;122824;153749;188876;236632;254582
4127106;845157;927238;1062060;1181535;1284687;1510496;1527795;1549070;1804287;1952993;2014240;2300481;2619895
4127205;70648;90848;98343;89225;95398;115169;129273;142275;181613;229761;266573;296932;365559
4127304;56994;71352;72418;76701;81213;94391;140844;159990;161795;207039;217317;258582;276882
4127403;128683;192829;163759;166869;167847;268124;300118;275396;323638;386367;373078;537899;535205
4127502;181069;327313;293194;269618;288884;352021;429016;356468;389553;478654;589631;789356;675285
4127601;71296;78858;85351;91823;97779;109880;122391;160951;215887;227039;283246;363231;372442
4127700;1013075;1375023;1429466;1491263;1593021;1844367;2164638;2349461;2438246;2857075;3280429;3974241;4490370
4127809;39001;46157;54246;53456;54709;57988;71981;71397;101783;102959;118462;134517;131184
4127858;54838;75722;82403;78747;80491;100719;119793;129080;159341;187866;190706;253315;257683
4127882;13658;28027;28377;51499;45191;53295;47510;50103;53011;62167;82162;88116;111026
4127908;36124;55083;61908;57271;57704;75901;81608;85324;92015;98458;120697;153347;157753
4127957;74287;99497;94238;87828;85770;111857;139428;131073;145151;172052;190705;260374;273088
4127965;66579;101538;117658;130290;134961;145369;143077;181190;201962;222207;238501;279986;305983
4128005;155804;225273;207289;212355;216982;237795;328691;307609;334638;425039;537385;658211;737591
4128104;599492;715995;796667;875310;952508;1057030;1139480;1318973;1467371;1709746;2165370;2464086;2703445
4128203;339136;445180;498324;532738;639499;643573;622030;661462;723335;788362;856468;1022643;1266176
4128302;11533;15533;15669;15549;15471;18193;22608;19679;28625;36749;42475;49643;49495
4128401;52771;69292;76188;71025;75542;95454;117748;103696;108860;132188;156645;185555;180429
4128500;78639;93714;101099;107670;119815;134501;178341;195670;193932;225308;267627;332011;331904
4128534;60289;95393;106569;133573;110481;152027;153295;132539;149618;167969;193478;232739;170770
4128559;51680;79303;74553;72844;68431;90723;113186;101229;111267;128108;132682;198307;187618
4128609;44186;63115;70788;61255;63605;90877;112251;95392;102765;123808;136531;191649;199662
4128625;19481;26094;27494;26908;24260;26884;31733;33950;36765;40290;50085;55021;63422
4128633;21128;27351;33178;50135;45071;41176;44801;51200;62930;52270;55053;53910;61479
4128658;21310;31423;32141;29069;32187;36263;47648;43524;53426;58991;62621;84751;98565
4128708;44129;63240;73679;60468;62767;89895;117321;133786;134402;178240;194958;306531;315368
4128807;22252;27088;27677;32254;32480;33428;40332;39445;42123;46280;54325;64365;67584
4200051;15100;17392;16224;15393;18559;25353;33824;35512;36436;48811;62605;65845;60555
4200101;172268;221221;228303;234461;226561;340313;417687;486679;446167;680662;692750;766838;560645
4200200;59539;71005;81504;93276;103108;118043;137427;138688;165800;180813;188997;216978;273101
4200309;30591;34526;37806;39955;53110;51898;56197;67611;84352;87884;96969;118449;147142
4200408;71826;87277;97201;102848;117847;130550;196717;179975;205617;206253;208503;253497;241229
4200507;47824;53272;57071;55304;55022;181821;207456;206241;161140;117489;123721;84905;95559
4200556;13876;18648;20077;23186;24788;34985;45931;44694;45650;49748;112740;117112;82111
4200606;41055;47561;51727;50684;63232;62129;73340;80795;111462;107704;123094;150494;136880
4200705;57778;58269;69892;72290;85285;80248;87676;118642;130668;125952;136415;163892;185230
4200754;23737;29610;22130;21167;21412;24875;26801;28811;32077;35658;35856;39898;44892
4200804;44609;52698;58104;59092;68412;80999;87528;93056;109196;123820;147282;162915;119359
4200903;31016;35341;36350;38956;40598;47186;57796;65966;80115;75965;82746;102564;113337
4201000;39402;47666;44758;51162;48817;55654;67020;70219;75745;90040;89382;92832;99494
4201109;23955;26016;25111;25544;30677;27406;33453;32459;41181;41479;39240;55288;50650
4201208;115476;124703;130933;126575;151268;151634;184683;211903;300523;258688;324021;484073;483736
4201257;90119;108193;131709;134806;161827;216531;231599;216086;231413;306135;330165;289588;368964
4201273;29951;33550;36344;36553;41811;50125;57581;66904;71204;71408;77226;90655;92415
4201307;113543;138145;151367;177939;200853;224959;313968;348211;532600;690004;832602;1017531;1557838
4201406;463977;555755;628142;645275;655967;680038;788373;836348;991569;1204545;1254563;1339435;1469994
4201505;35739;42608;47235;56629;68561;65117;82000;88939;97447;106725;108785;136967;175958
4201604;23158;26482;29314;31732;33633;38099;45848;53106;49320;68506;65696;81828;75843
4201653;14403;20080;20609;22041;22679;25922;38734;38231;39179;49316;56831;68033;61270
4201703;43563;52115;55299;59845;67835;72233;77207;95038;108996;120755;174623;213618;158162
4201802;21637;23717;26419;28414;27957;33491;40333;42618;57455;53846;68022;109391;94128
4201901;31488;34206;39352;40713;41882;56941;58313;63587;83025;81608;105183;129851;142700
4201950;28116;31833;33094;38154;43315;48618;53273;66408;83341;104960;112702;109757;141030
4202008;800078;903169;1049271;1224749;1423406;1627225;1837557;2335003;2735408;3046187;3347853;3954013;4445241
4202057;27715;33603;35571;42199;50663;56381;68330;84377;96882;107907;125050;130437;142111
4202073;24319;29453;30018;33717;36536;43573;52082;59071;68223;75404;82506;97092;110649
4202081;11005;15575;15068;16176;16550;20464;25553;25308;27558;32290;32442;41768;46375
4202099;10057;13896;14025;14903;15774;18687;35377;21368;24341;24815;25516;30428;32004
4202107;109516;121750;132823;144731;177140;203815;231739;292536;365511;698696;933376;982779;1789747
4202131;48257;48695;49745;47175;46002;65583;82307;78800;98943;95742;109428;145080;140818
4202156;10985;16526;17522;18946;18890;22036;24931;27648;27074;31181;32710;43170;43607
4202206;53069;69706;78333;83575;93519;97858;100768;112347;135841;150175;160782;169745;211088
4202305;376055;451276;487681;556736;613989;749868;790207;894914;1001116;1186477;1338683;1381738;1521844
4202404;3862583;4316854;4868517;5562803;6350360;7045132;7968637;8311283;9908621;11082983;12101671;13084850;16767107
4202438;26816;28108;27734;27902;28010;34385;38577;45336;46248;53417;44201;55124;57588
4202453;75604;92035;96177;115875;139145;168217;188116;227365;283236;286357;332353;368732;451510
4202503;23582;37053;32053;37493;39241;39358;58542;50799;56027;69526;70473;77810;85630
4202537;15221;26346;26705;24680;24183;30990;38752;43749;46692;62286;63532;73066;58664
4202578;21646;25301;32876;38440;27432;36594;54125;55845;64023;72592;75412;87773;56583
4202602;80011;87016;95917;103669;107035;110609;127883;133537;147649;165447;179432;230572;289845
4202701;29019;31212;34929;41376;45676;56160;69614;71328;102590;106425;117963;171422;237666
4202800;204405;236071;303354;283425;294148;319071;375052;458201;483791;548702;611677;771797;902427
4202859;39532;48442;54827;56906;64528;71331;97151;89544;108789;137937;140111;150054;197268
4202875;22005;29194;26051;23494;26717;29028;38301;37668;41162;50762;63926;51259;59917
4202909;1129025;1302857;1568314;1732956;1955894;2168091;2480239;2653318;3346225;3628164;3937395;4394724;5394835
4203006;668823;815824;933828;1009523;1043580;1123310;1234931;1289504;1534459;1780967;1906689;2559871;2734147
4203105;44255;58267;58467;59614;68005;81255;92108;100917;98727;113739;107883;126889;188134
4203154;32332;42720;42989;47761;100952;53738;60301;44145;56991;48296;43038;68969;60657
4203204;148848;172833;197517;239855;267276;319930;383108;459648;581749;673783;777495;849907;974358
4203253;19220;22577;24026;26210;28334;31635;41407;42677;43106;54379;86861;99801;67115
4203303;90165;102632;113427;121321;126475;137912;148368;171161;200338;265965;239911;278921;365610
4203402;52995;63010;61850;64125;61987;80867;98015;98437;109079;132470;139216;148617;157862
4203501;97061;124348;134039;111024;122142;144168;182264;178813;194819;178035;236214;284980;223506
4203600;370072;420780;406231;428933;468543;879989;1078008;1066440;1307033;1412611;1545230;1669360;1652377
4203709;36511;42378;48510;55972;64306;73328;83062;97824;129366;129512;143961;161171;181019
4203808;508889;602383;676315;678566;675957;725287;856444;870502;982357;1103532;1217087;1377032;1388257
4203907;180071;222675;263667;288343;304828;344374;358206;382717;430396;492701;526881;556717;685597
4203956;154474;126645;165647;180670;416463;497677;655424;524534;676627;634088;771382;817911;709994
4204004;69903;81925;91861;124371;113611;123826;146248;162208;185684;207287;219280;264207;312364
4204103;48733;62897;63807;62852;68087;81084;87258;81523;99240;116111;130619;135410;101556
4204152;16377;17211;18100;16656;18828;25628;36240;31334;35888;42114;33985;44071;43627
4204178;16120;16855;14894;16608;16974;21977;27031;27963;30087;38358;42882;57012;52826
4204194;15200;18395;22534;23207;22825;27656;32878;35949;52332;47027;61547;67632;69986
4204202;1489338;1767645;2002430;2192733;2450970;2895243;3491471;3603715;4604297;5320638;5879022;6785874;7713607
4204251;109911;124207;143816;177767;207171;214005;254434;249937;342340;385285;393689;468438;605456
4204301;627751;706691;824898;890069;958076;1071153;1186611;1229002;1669961;1851243;1883170;2384736;2162770
4204350;54088;68093;79946;86390;100293;120437;139448;131875;189346;203253;157443;192860;193084
4204400;80271;93511;106800;118775;123847;139069;151305;159023;154181;219124;182767;266224;230704
4204459;13468;17284;17113;17222;16151;22333;26825;25725;24997;39680;29050;41124;37546
4204509;103303;121198;140606;156782;169632;200896;206133;240972;284591;338343;351490;393006;378618
